# Modified from files "genes.fpkm_tracking" and "0_XLOC-LOC_ID_Conversion.txt"
gene_ID	E_38_FPKM	E_51_FPKM	C_38_FPKM	C_51_FPKM
XLOC_011047	343.712	201.962	262.36	260.489
XLOC_011064	684.599	845.454	616.127	837.851
XLOC_011075	88.5811	27.6619	70.1666	89.3661
XLOC_011086	2243.78	3786.73	3160.28	4024.82
XLOC_011091	1459.85	1583.81	886.388	2335.99
XLOC_011107	163.615	45.7374	351.857	98.2784
XLOC_011145	105.328	76.972	169.512	105.223
XLOC_011146	57.9944	169.981	32.9688	132.739
XLOC_011175	488.435	104.004	330.19	143.203
XLOC_011190	13134.4	5545.32	15918.7	5623.16
XLOC_011194	152.49	193.298	166.255	299.248
XLOC_011202	230.957	132.002	147.18	143.987
XLOC_011206	857.567	27.5275	205.124	10.4472
XLOC_011220	141.793	303.6	671.058	279.362
XLOC_011221	54.554	72.6058	570.77	306.387
XLOC_011231	20.7732	0	0	0
XLOC_011232	134.267	0	0	0
XLOC_011240	11815.3	5883.55	13970.9	6282.87
XLOC_011278	1716.11	1825.72	978.829	1955.24
XLOC_011285	744.309	800.452	342.006	749.85
XLOC_011293	3016.32	3415.64	1259.33	1895.45
XLOC_011328	66.1675	76.6378	30.5167	54.228
XLOC_011334	1.70173	4.56138	0	16.9192
XLOC_011338	58.0156	0	0	8.62716
XLOC_011348	185.576	124.888	141.673	249.692
XLOC_011353	453.867	212.288	436.017	485.357
XLOC_011354	0	32.7695	21.6338	183.353
XLOC_011374	11268.4	8803.63	7421.58	12614.3
XLOC_011382	380.074	2468.75	351.091	798.331
XLOC_011383	131.995	159.852	252.529	92.4421
XLOC_011389	108.291	80.6976	175.592	32.3033
XLOC_011392	1690.55	537.113	1485.62	583.732
XLOC_011400	86.4995	208.585	85.7595	188.82
XLOC_011432	0	28.7115	30.208	88.3974
XLOC_011434	0	36.7644	14.0159	42.9776
XLOC_011446	20951.8	9555.43	23622.3	13678.9
XLOC_011450	1619.11	426.506	132.864	231.609
XLOC_011451	0	282.271	0	99.2448
XLOC_011452	28.4761	0	30.0509	397.769
XLOC_011453	50.1114	66.3423	344.135	18.5888
XLOC_011482	270.086	2209.43	286.996	1777.72
XLOC_011499	647.263	1160.2	308.558	606.042
XLOC_011517	475.756	445.374	617.573	365.886
XLOC_011530	176.373	26.8048	85.2866	119.669
XLOC_011533	0	25.3864	0	68.225
XLOC_011537	1516.5	1954.24	1700.56	2802.52
XLOC_011538	69711.5	23497.6	61348.7	10166.3
XLOC_011539	183.578	781.027	367.233	1267.55
XLOC_011553	521.564	2955.28	1783.2	1518.15
XLOC_011564	57.537	0	66.8445	88.3783
XLOC_011580	1925.47	4478.19	2241.14	1864.14
XLOC_011586	214.387	527.928	287.569	99.5144
XLOC_011588	599.708	1011.48	687.359	159.004
XLOC_011590	43.3896	17.41	28.3324	0
XLOC_011599	307.157	65.9462	345.839	120.619
XLOC_011601	69.8486	100.718	55.8246	48.255
XLOC_011607	209.344	403.587	127.118	176.068
XLOC_011626	1625.23	543.113	1125.88	957.655
XLOC_011635	151.007	74.6466	102.706	246.859
XLOC_011643	1998.6	3106.53	3110.52	1947.31
XLOC_011648	26.3294	147.274	324.935	109.777
XLOC_011692	1647.89	3224.31	1185.22	1076.35
XLOC_011699	549.29	495.282	537.801	372.647
XLOC_011701	247.822	102.864	260.771	197.2
XLOC_011702	4947.37	2985.88	5152.2	7074.38
XLOC_011715	429.727	280.814	658.041	296.12
XLOC_011760	53.0733	38.4003	102.884	65.7389
XLOC_011778	1257.79	869.267	825.588	663.875
XLOC_011792	37.1814	17.069	0	11.7962
XLOC_011794	246.983	579.461	269.45	421.466
XLOC_011799	906.562	2296.19	1503.19	6429.48
XLOC_011835	114.891	299.849	82.7034	167.049
XLOC_011949	36.3938	105.073	25.0657	0
XLOC_011951	1652.34	1321.15	762.94	808.652
XLOC_011953	19.5617	0	10.8308	20.7498
XLOC_011955	137.65	20.2483	76.9478	13.7065
XLOC_011966	365.541	198.833	160.48	183.98
XLOC_011971	1565	1201.42	1138.15	541.439
XLOC_011975	752.934	683.797	2753.08	617.339
XLOC_011984	197.525	0	0	0
XLOC_012000	139.686	41.8214	109.292	26.005
XLOC_012001	157.919	39.4792	206.284	43.3645
XLOC_012016	1491.97	1029.57	2919.55	840.284
XLOC_012041	653.374	484.934	433.16	331.813
XLOC_012042	265.253	170.822	217.741	174.509
XLOC_012043	5135.85	2909.22	4804	4623.44
XLOC_012045	138.345	600.38	391.691	225.105
XLOC_012046	295.973	793.853	211.268	103.018
XLOC_012068	35.2846	51.6337	27.6525	23.6179
XLOC_012109	29.8729	99.8596	45.6954	52.6337
XLOC_012113	61.6817	0	10.1182	23.9051
XLOC_012120	14.3208	0	13.9716	16.6533
XLOC_012130	174.281	1059.48	154.603	624.952
XLOC_012172	102.473	80.9945	117.73	59.7691
XLOC_012189	489.801	281.146	30.1125	238.384
XLOC_012208	87.6326	17.4169	35.2658	44.2101
XLOC_012216	385.41	285.823	205.208	596.798
XLOC_012218	39.8581	79.9819	54.8132	192.892
XLOC_012234	609.621	401.321	430.462	151.961
XLOC_012235	3562.01	928.431	4117.71	1013.33
XLOC_012254	15.0123	189.851	21.0934	0
XLOC_012287	315.359	231.05	161.712	257.702
XLOC_012291	2381.02	1707.71	785.061	1047.06
XLOC_012324	293.603	476.182	378.874	359.199
XLOC_012337	1183.03	2045.38	747.749	812.527
XLOC_012341	79.6246	179.773	45.7685	125.988
XLOC_012342	107.167	91.7719	67.7114	225.706
XLOC_012349	233.612	133.24	174.065	107.755
XLOC_012368	8.69774	5.47038	0	2.57703
XLOC_012376	819.594	495.728	388.359	480.771
XLOC_012379	1134.8	942.483	970.387	531.767
XLOC_012384	249.548	103.547	144.405	106.332
XLOC_012431	312.033	76.7727	268.594	51.7949
XLOC_012437	294.541	276.589	128.664	817.13
XLOC_012439	120.123	12.8426	147.756	195.837
XLOC_012479	425.128	406.368	798.776	693.76
XLOC_012504	713.044	966.386	677.857	618.388
XLOC_012513	391.909	541.461	264.695	391.257
XLOC_012526	3470.71	5818.67	2110.89	3372.61
XLOC_012536	474.469	65.163	28.5113	0
XLOC_012542	1124.37	295.422	1000.24	714.09
XLOC_012548	1882.98	256.267	1856.6	505.261
XLOC_012549	244.637	917.645	1659.77	122.422
XLOC_012553	751.764	1296.5	4295.74	446.012
XLOC_012561	579.896	613.463	1972.48	882.463
XLOC_012572	19.2326	70.7403	32.2827	47.9066
XLOC_012577	258.161	17.1264	167.943	24.1835
XLOC_012578	203.012	18.495	127.74	27.8313
XLOC_012580	3299.16	1929.24	4041.72	2348.18
XLOC_012608	994.459	306.244	1110.41	251.041
XLOC_012634	428.667	807.458	321.277	641.962
XLOC_012636	1251.12	2088.71	579.117	2607.01
XLOC_012648	99.9783	77.5853	255.873	96.1349
XLOC_012650	345.149	204.088	524.701	364.756
XLOC_012673	51.0255	69.4883	28.3512	30.1068
XLOC_012679	433.587	547.568	434.917	228.566
XLOC_012681	133.168	247.983	190	24.4912
XLOC_012683	446.265	475.231	1133.69	792.392
XLOC_012688	434.415	982.48	595.356	546.332
XLOC_012694	698.858	533.561	1385.05	1326.04
XLOC_012714	50.0745	122.859	67.763	112.692
XLOC_012747	1115.06	930.719	763.08	272.843
XLOC_012748	346.978	295.908	240.316	141.265
XLOC_012758	383.707	65.4453	517.153	202.254
XLOC_012804	688.793	838.725	725.088	1258.98
XLOC_012807	596.277	748.974	143.262	1102.32
XLOC_012811	255.819	116.884	186.645	143.142
XLOC_012814	23.2522	74.3021	31.5303	53.8476
XLOC_012816	7.53425	0.455293	3.04298	0
XLOC_012819	34.9095	3.62215	6.39913	0
XLOC_012828	203.511	176.403	449.969	185.197
XLOC_012857	23752.1	11304.9	25532.6	18972.8
XLOC_012873	22.8623	609.652	236.22	1375.23
XLOC_012908	745.401	662.833	452.711	576.514
XLOC_012927	83.5822	297.902	328.435	110.499
XLOC_012949	2643.05	3574.06	2431.23	3539.37
XLOC_012960	5695.61	1761.55	21745	1982.5
XLOC_012973	356.039	255.9	384.026	398.539
XLOC_012975	738.388	974.808	1515.9	700.014
XLOC_012982	6349.65	5930.45	6368.33	8628.79
XLOC_012992	202.536	113.947	174.272	144.591
XLOC_012998	6255.28	7030.97	5976.87	8740.33
XLOC_013004	181.579	136.734	273.533	101.592
XLOC_013009	168.443	556.023	0	206.597
XLOC_013019	254.761	203.132	123.107	104.955
XLOC_013047	299.605	355.073	198.943	400.073
XLOC_013048	2.26409	6.63569	0	119.916
XLOC_013051	5432.71	3823.58	4927.62	2367.12
XLOC_013072	20.7684	36.9409	109.897	74.9518
XLOC_013081	2.0254	3.80281	0	16.5603
XLOC_013084	0	0	0	14.5187
XLOC_013085	22.9358	13.3507	0	67.152
XLOC_013092	38.2801	54.7123	14.4736	43.3567
XLOC_013093	696.156	458.292	0	766.589
XLOC_013095	339.903	498.154	239.802	1067.28
XLOC_013116	436.357	796.719	353.949	573.612
XLOC_013117	88.089	52.6398	14.2953	165.233
XLOC_013128	611.807	473.229	759.139	495.309
XLOC_013142	425.898	246.707	365.349	443.485
XLOC_013146	643.852	118.096	83.4362	286.872
XLOC_013147	81.8107	155.32	0	214.559
XLOC_013157	243.82	255.304	496.628	595.065
XLOC_013160	294.554	105.834	494.058	193.186
XLOC_013168	39.3514	85.6662	53.0476	40.0593
XLOC_013174	996.768	338.435	839.654	361.615
XLOC_013193	801.268	1625.64	591.765	1142.47
XLOC_013194	146.07	207.587	81.5676	156.116
XLOC_013212	1708.47	1729.52	2724.34	1254.53
XLOC_013225	503.849	89.6883	216.612	135.324
XLOC_013233	16061.9	8251.33	13589	13524.5
XLOC_013249	25.9195	0	9.67072	46.8679
XLOC_013271	0	32.2145	15.1501	14.9941
XLOC_013278	221.788	119.461	280.064	176.569
XLOC_013294	544.758	82.5456	64.0262	0
XLOC_013301	269.304	253.442	702.713	13.63
XLOC_013303	3195.65	2795.39	9979.62	917.42
XLOC_013309	423.625	271.253	746.81	366.027
XLOC_013331	43.473	220.147	98.9896	151.99
XLOC_013356	249.938	443.841	0	705.197
XLOC_013358	54.0935	62.013	26.4665	45.5769
XLOC_013368	54.6043	42.1148	116.678	157.04
XLOC_013387	1230.34	1294.71	1412.54	860.757
XLOC_013389	305.009	384.83	375.528	234.395
XLOC_013395	573.354	899.598	476.054	786.961
XLOC_013399	399.39	399.435	180.165	509.105
XLOC_013403	150.5	63.745	138.697	146.471
XLOC_013417	777.426	472.12	1489.24	102.213
XLOC_013423	123.246	47.1311	114.686	250.655
XLOC_013430	4761.9	3807	5439.88	4855.3
XLOC_013445	174.258	117.926	208.693	128.327
XLOC_013448	202.189	122.446	157.791	217.409
XLOC_013468	0	0	7.60866	71.1848
XLOC_013503	354.459	435.775	638.895	771.648
XLOC_013507	1438.59	618.763	1696.44	769.83
XLOC_013512	769.379	577.784	1251.12	732.262
XLOC_013517	43.7218	468.452	707.685	194.651
XLOC_013532	692.923	1283.56	457.525	757.465
XLOC_013535	432.683	342.686	550.635	452.17
XLOC_013536	3287.97	4478.29	3566.35	2652.47
XLOC_013552	661.414	565.952	845.344	547.905
XLOC_013562	270.428	173.031	246.203	159.997
XLOC_013574	1384.54	1889.49	640.091	1076.74
XLOC_013582	94.7137	50.8699	31.7906	332.977
XLOC_013585	551.13	465.703	1041.22	1142.02
XLOC_013589	8.01668	0	5.64002	40.7496
XLOC_013596	104.371	320.917	358.96	362.248
XLOC_013597	310.482	285.724	721.48	288.761
XLOC_013598	915.255	863.764	1930.27	537.853
XLOC_013616	174.573	0	504.767	196.771
XLOC_013617	0	128.482	54.3892	184.059
XLOC_013624	146.997	181.06	125.982	220.757
XLOC_013656	890.519	579.629	456.379	475.04
XLOC_013679	129.168	117.781	197.238	200.25
XLOC_013681	324.367	477.983	250.716	408.632
XLOC_013683	377.239	533.029	282.481	581.79
XLOC_013693	78.2793	50.9091	36.3243	32.2534
XLOC_013706	0	8.84438	23.629	44.763
XLOC_013715	104.776	0	0	994.393
XLOC_013726	257.894	81.0844	355.222	95.7308
XLOC_013727	279.244	27.0267	298.871	98.7423
XLOC_013780	7576.7	1915.39	9186.72	761.45
XLOC_013789	109.174	0	399.874	28.4952
XLOC_013798	156.051	95.9826	180.062	90.188
XLOC_013810	1155.52	421.734	1253.69	286.296
XLOC_013814	371.196	314.01	263.939	585.709
XLOC_013838	142.344	86.4308	118.361	56.8259
XLOC_013848	21.6545	75.8749	31.3547	42.9682
XLOC_013869	3368.8	1796.93	1855.84	1784.05
XLOC_013905	770.154	436.74	507.348	498.927
XLOC_013910	0	659.995	379.656	160.899
XLOC_013914	89.0911	119.514	144.125	79.5514
XLOC_013926	799.592	1642.98	838.328	576.393
XLOC_013937	3838.09	1183.45	5965.48	3933.99
XLOC_013939	6195.47	3964.16	8694.24	3801.93
XLOC_013967	31.7119	0	40.0325	37.7683
XLOC_013969	169.753	114.347	247.557	114.721
XLOC_013980	494.215	736.47	369.751	470.753
XLOC_013983	747.635	130.24	189.052	186.814
XLOC_013994	6761.76	5381.19	7889.14	6270.29
XLOC_013996	510.943	78.2847	785.049	57.6422
XLOC_014008	15.5749	75.7823	0	146.636
XLOC_014020	869.6	973.275	1015.61	1607.73
XLOC_014026	490.715	815.65	438.984	665.359
XLOC_014032	16.9789	15.6292	159.784	12.0608
XLOC_014034	146.302	2084.75	669.19	8.07543
XLOC_014036	284.238	0	72.9538	74.9336
XLOC_014044	860.032	538.595	511.017	313.583
XLOC_014046	555.249	464.63	385.025	238.647
XLOC_014061	305.45	466.669	192.016	0
XLOC_014077	2951.68	996.381	1096.81	344.624
XLOC_014078	408.221	112.812	219.348	119.177
XLOC_014088	624.682	218.783	856.941	564.224
XLOC_014089	2496.74	2490.42	3716.36	1834.48
XLOC_014092	1424.71	338.512	511.348	212.739
XLOC_014116	75.3244	155.176	131.568	220.827
XLOC_014119	143.076	315.873	394.059	244.517
XLOC_014120	1477.19	312.094	696.305	571.785
XLOC_014121	6612.64	2807.17	3282.22	3537.8
XLOC_014122	372.542	2277.89	2096.55	3323.99
XLOC_014145	74.6629	21.4638	56.6099	116.924
XLOC_014146	26.5667	13.4885	31.2651	61.1545
XLOC_014162	42.6235	35.9308	120.981	65.5773
XLOC_014199	0	479.53	1118.47	2525.2
XLOC_014211	76.7534	103.386	69.9472	133.366
XLOC_014212	45.9515	43.5118	51.9519	107.156
XLOC_014234	0	31.0608	86.3262	19.4592
XLOC_014249	605.417	515.402	922.454	490.948
XLOC_014252	855.568	44.1966	617.088	59.8372
XLOC_014253	2047.93	285.051	1171.15	191.045
XLOC_014274	385.099	198.219	0	55.138
XLOC_014280	409.926	206.809	489.294	178.292
XLOC_014292	651.855	352.143	721.782	836.636
XLOC_014310	41.2806	0	12.034	55.1091
XLOC_014314	558.212	972.804	716.484	504.871
XLOC_014321	45.2177	0	0	197.671
XLOC_014333	156.479	0	13.3106	0
XLOC_014334	571.391	0	18.2279	0
XLOC_014364	313.299	250.649	146.4	337.399
XLOC_014383	56028.4	67795.6	38735.1	86081.9
XLOC_014431	500.677	0	381.641	51.7958
XLOC_014455	41.3434	84.7549	219.823	0
XLOC_014457	52.6722	320.53	851.01	47.2974
XLOC_014458	547.493	1897.05	3145.02	45.3136
XLOC_014461	908.331	973.79	1358.21	145.892
XLOC_014467	295.705	0	84.4052	19.2844
XLOC_014484	2712.61	1084.52	1895.26	502.481
XLOC_014485	3099.29	813.975	1930.04	288.823
XLOC_014487	579.901	99.0747	460.606	218.179
XLOC_014492	1940.06	1206.2	2280.42	1781.63
XLOC_014501	116.36	59.9767	69.3011	126.812
XLOC_014511	590.679	400.937	733.015	724.3
XLOC_014531	78.3546	68.3775	64.0165	167.27
XLOC_014534	155.991	205.864	97.5217	158.676
XLOC_014536	312.306	214.627	207.693	71.9994
XLOC_014537	1676.77	622.22	2204.72	908.293
XLOC_014539	672.23	250.454	975.108	405.019
XLOC_014594	186.626	82.9196	252.757	170.75
XLOC_014595	0	123.753	0	28.4952
XLOC_014604	23.9473	0	60.6638	47.7294
XLOC_014623	147.263	123.746	282.27	157.387
XLOC_014632	405.149	478.153	237.279	308.527
XLOC_014633	2718.9	767.003	4861.56	1214.56
XLOC_014634	486.739	273.67	897.432	302.105
XLOC_014653	0	0	26.8359	142.224
XLOC_014666	403.068	146.51	191.503	215.93
XLOC_014681	58.1593	92.2045	67.8595	25.9265
XLOC_014689	136.94	84.3307	154.306	38.4023
XLOC_014690	62.8538	45.8192	68.4978	14.4808
XLOC_014691	755.321	610.614	674.985	161.56
XLOC_014715	75.0795	58.6027	37.137	41.4229
XLOC_014722	573.661	408.15	461.37	289.601
XLOC_014729	43803.6	12700.5	24874.9	11064.8
XLOC_014739	0	7.06989	22.8209	29.1457
XLOC_014742	1906.55	0	26.8786	0
XLOC_014743	77549.3	39474.5	83953.6	21658.7
XLOC_014745	4295.44	2947.16	5104.31	1627.25
XLOC_014761	362.726	317.124	651.036	222.304
XLOC_014763	109.825	123.799	182.466	87.0821
XLOC_014766	139.384	0	133.521	724.098
XLOC_014794	976.248	193.125	844.491	197.439
XLOC_014797	1108.99	649.261	1658.44	564.09
XLOC_014798	80.3445	83.4957	104.596	44.8728
XLOC_014807	242.93	150.303	269.24	545.688
XLOC_014813	513.045	154.11	197.359	306.394
XLOC_014814	194.071	516.589	175.805	633.124
XLOC_014815	210.868	842.011	198.951	1078.53
XLOC_014816	2755.99	1864.98	11377.6	1836.24
XLOC_014817	100.929	56.1277	198.033	22.9734
XLOC_014821	120.011	0.75556	0.766579	0
XLOC_014825	61.4757	172.678	120.506	135.674
XLOC_014827	31.346	0	38.8824	14.6843
XLOC_014839	4076.61	6524.21	5279.47	3459.49
XLOC_014858	155.826	119.001	241.145	175.97
XLOC_014859	509.07	722.6	661.005	488.254
XLOC_014866	104.924	205.628	268.244	148.241
XLOC_014868	37.4839	75.1998	86.861	103.374
XLOC_014869	399.164	325.899	577.628	311.522
XLOC_014870	17.0262	10.8923	22.3828	0
XLOC_014876	130.038	595.858	89.8593	210.667
XLOC_014938	1298.12	1109.86	1456.57	676.218
XLOC_014941	785.395	722.857	1151.34	467.345
XLOC_014945	65.7543	0	116.687	79.3557
XLOC_014954	44.8391	47.9785	103.987	66.7123
XLOC_014956	941.332	1863.43	480.215	354.621
XLOC_014961	458.326	641.646	234.414	406.051
XLOC_014966	51.2046	305.559	197.013	249.838
XLOC_014993	496.16	415.158	832.762	580.352
XLOC_015001	110.845	198.789	0	19.7671
XLOC_015002	39.1563	0	7.29798	8.24441
XLOC_015013	85.0804	337.633	84.6153	934.267
XLOC_015016	66.6333	55.6292	167.663	28.7314
XLOC_015024	131.537	69.1718	223.958	71.4336
XLOC_015030	76.0784	54.9724	131.958	43.7248
XLOC_015053	160.173	345.67	277.473	312.388
XLOC_015064	837202	591215	471453	64473
XLOC_015065	20.0054	0	49.1708	56.122
XLOC_015069	241.248	290.673	387.143	78.5356
XLOC_015072	410.526	666.037	520.537	733.862
XLOC_015081	28.3614	0	30.0063	25.9883
XLOC_015095	402.635	20.0317	0	0
XLOC_015096	287.18	535.257	204.325	623.491
XLOC_015097	63.1843	1174.65	0	436.139
XLOC_015102	257.306	184.022	754.517	186.948
XLOC_015113	92706.6	219712	128436	190723
XLOC_015120	59268.6	43521.4	56245.5	37029.1
XLOC_015124	509.201	138.655	604.669	386.28
XLOC_015134	135.211	103.022	266.615	156.859
XLOC_015160	108.42	55.0993	117.204	67.0314
XLOC_015163	15.7172	84.4641	16.84	63.5488
XLOC_015168	187.402	352.858	281.311	766.911
XLOC_015171	156.44	226.885	274.244	403.145
XLOC_015183	141.01	393.387	175.571	872.561
XLOC_015193	57.9495	41.9114	174.125	57.639
XLOC_015206	308.747	233.732	197.804	233.819
XLOC_015208	59.77	72.8091	41.5167	110.525
XLOC_015212	29.0753	340.184	0	34.5822
XLOC_015245	537.499	21.9603	0	0
XLOC_015246	1112.56	0	2.8501	0
XLOC_015247	1215.31	1442.48	765.302	718.23
XLOC_015279	367.317	476.452	321.659	122.341
XLOC_015281	1240.64	640.159	1660.88	1317.62
XLOC_015285	71.5396	0	36.8061	40.1364
XLOC_015291	1906.74	1856.93	2677.54	1438.83
XLOC_015296	2389.45	3637.18	2076.05	3455.03
XLOC_015307	44.9286	81.3662	83.2262	169.364
XLOC_015309	1016.96	586.073	2204.79	365.749
XLOC_015314	0	19.9696	133.388	141.015
XLOC_015315	0	0	0	50.6498
XLOC_015317	95.2763	0	13.7828	20.8201
XLOC_015321	807.015	2108.77	791.643	780.906
XLOC_015333	438.247	201.147	1106.48	57.3514
XLOC_015378	93.6819	0.663059	8.91051	0
XLOC_015379	938.446	0	266.748	0
XLOC_015416	5141.95	1064.23	5486.97	1900.76
XLOC_015442	324.232	168.606	345.409	200.563
XLOC_015443	24647.2	10457.6	12523.3	18776.5
XLOC_015451	482.853	216.574	47.2939	204.55
XLOC_015468	0	43.7602	8.36863	27.1678
XLOC_015470	4.60143	0	9.73701	12.3029
XLOC_015477	110.168	99.4466	146.097	254.46
XLOC_015478	182.403	1327.69	0	445.031
XLOC_015481	526.021	269.245	168.711	283.747
XLOC_015511	26.2749	141.631	40.2748	64.0176
XLOC_015518	81.746	122.786	85.2721	96.8632
XLOC_015534	1232.85	572.086	348.327	456.96
XLOC_015535	198.012	67.2283	74.0267	91.2858
XLOC_015542	935.914	869.125	1265.49	320.833
XLOC_015544	151.898	87.4495	277.056	122.86
XLOC_015546	18.1292	70.8328	38.3873	48.66
XLOC_015557	222.539	377.711	312.563	236.993
XLOC_015567	0	32.5657	96.3285	49.8465
XLOC_015592	166.118	171.757	164.638	347.643
XLOC_015631	0	36.8055	9.0012	104.407
XLOC_015651	19.4291	76.5759	35.4222	44.3763
XLOC_015656	128.907	74.6713	103.323	52.6721
XLOC_015663	121.547	179.766	170.205	280.651
XLOC_015695	94.2512	219.718	92.3568	228.228
XLOC_015698	1128.58	617.357	311.804	335.988
XLOC_015705	0	917.243	159.458	227.63
XLOC_015708	121.616	0	92.2895	58.3795
XLOC_015711	954.274	590.888	1085.28	767.663
XLOC_015726	2.09674	8.67377	0	30.9489
XLOC_015728	183.103	6.71362	87.6616	49.1805
XLOC_015762	61.7748	77.1102	70.8515	177.77
XLOC_015791	7449.37	6462.2	14149.1	5075.58
XLOC_015792	1312.26	1272.83	2325.87	1269.03
XLOC_015793	66.3318	84.837	146	42.0685
XLOC_015809	72.302	54.8153	89.5286	172.462
XLOC_015821	65.1836	398.882	0	139.165
XLOC_015933	121.741	199.911	107.165	75.8598
XLOC_015974	659.937	484.582	2231.42	111.648
XLOC_015976	1029.55	223.008	4062.07	297.541
XLOC_015981	1287.13	1105.52	3350.41	1536.21
XLOC_015982	459.063	256.177	1410.61	444.728
XLOC_015994	155.767	252.121	684.289	34.8706
XLOC_015996	277.059	659.581	1281.62	72.058
XLOC_015998	655.429	782.68	3375.9	287.266
XLOC_016001	105.134	94.2667	575.226	24.1266
XLOC_016007	206.421	389.936	180.015	255.269
XLOC_016012	128.534	285.431	103.542	62.0453
XLOC_016030	0	7.27409	8.10995	12.421
XLOC_016034	77.7938	28.3651	122.743	170.04
XLOC_016035	11.7802	52.6024	9.92125	13.8766
XLOC_016039	422.768	304.033	308.041	487.141
XLOC_016040	401.814	1062.96	599.213	693.061
XLOC_016086	93.5585	48.8628	171.79	114.194
XLOC_016107	401.478	1057.46	316.638	566.109
XLOC_016118	118.482	0	12.4273	28.013
XLOC_016120	336.424	81.4815	470.352	82.711
XLOC_016121	776.901	513.581	1132.29	481.891
XLOC_016125	0	10.3834	0	19.566
XLOC_016147	48.1659	377.849	0	59.0437
XLOC_016157	65.3562	51.9605	67.0535	325.315
XLOC_016170	861.512	1254.07	750.981	501.5
XLOC_016184	2494.92	2201.09	1315.48	2403.85
XLOC_016194	225.185	0	125.037	113.21
XLOC_016198	374.852	510.612	502.761	647.365
XLOC_016200	27.9761	0	4.98478	8.95479
XLOC_016217	35.3424	0	742.623	0
XLOC_016218	89.6529	378.941	47.0032	118.152
XLOC_016222	53.2664	154.703	78.5037	64.176
XLOC_016226	3.54459	4.27462	0	49.6578
XLOC_016229	50.9684	28.3496	176.163	44.4705
XLOC_016230	256.843	287.9	1450.25	321.358
XLOC_016231	270	60.3973	119.062	16.4316
XLOC_016233	522.697	181.506	163.393	160.184
XLOC_016234	229.881	63.3161	461.783	54.5697
XLOC_016251	203.601	313.414	641.274	375.338
XLOC_016268	919.643	924.268	1071.22	536.243
XLOC_016270	254.201	157.889	377.032	232.209
XLOC_016273	130.823	124.19	81.9623	164.23
XLOC_016277	529.695	274.665	691.145	281.526
XLOC_016304	89.7532	738.762	593.533	1277.41
XLOC_016317	0	4.55623	40.2466	44.8754
XLOC_016342	174.042	30.6425	56.0739	30.0467
XLOC_016344	410.929	120.667	112.005	73.4809
XLOC_016393	480.844	882.169	588.033	474.949
XLOC_016404	90.0479	0	3.23427	0
XLOC_016406	27.8174	59.637	49.4354	50.9101
XLOC_016438	20468.2	7796.62	6736.66	7011.41
XLOC_016462	0	0	9.95187	20.6563
XLOC_016475	132.81	73.9446	210.335	105.349
XLOC_016495	278.187	423.716	85.1628	235.714
XLOC_016498	4834.76	775.621	3208.64	501.192
XLOC_016499	1451.06	123.251	776.515	81.469
XLOC_016523	483.73	1018.95	0	213.135
XLOC_016535	140.249	114.506	92.7633	61.9287
XLOC_016565	187.253	164.918	136.292	302.791
XLOC_016566	160.859	0	400.207	207.773
XLOC_016569	252.526	345.549	325.403	391.346
XLOC_016580	110.428	45.8086	98.5706	75.599
XLOC_016581	226.408	325.873	199.202	363.303
XLOC_016589	338.813	0	112.601	743.224
XLOC_016592	0	0	0	194.692
XLOC_016596	355.607	967.491	450.403	613.59
XLOC_016602	103.856	54.1269	164.881	137.978
XLOC_016606	345.206	188.493	362.842	225.124
XLOC_016627	853.533	1171.47	1934.57	1200.57
XLOC_016639	334.475	126.19	441.797	279.605
XLOC_016677	7553.46	2325.73	1723.33	2641.05
XLOC_016678	3742.15	1497.09	920.442	1656.02
XLOC_016697	0	102.58	141.116	207.801
XLOC_016717	2950.91	2434.57	5224.22	4384.2
XLOC_016725	203.865	30.2386	85.969	68.3204
XLOC_016750	202.095	613.571	209.99	157.965
XLOC_016759	350.623	34.3728	180.046	27.2451
XLOC_016761	902.868	360.23	845.193	165.255
XLOC_016769	176.739	196.022	306.692	252.58
XLOC_016771	1643.74	1371.31	293.213	61.3355
XLOC_016772	186104	3067360	581445	0
XLOC_016777	416.353	304.251	452.201	556.632
XLOC_016786	52.0915	46.5426	0	506.1
XLOC_016787	27.3226	139.154	284.867	77.2367
XLOC_016790	38.6693	229.401	421.066	254.153
XLOC_016795	16.2983	98.9143	326.657	184.208
XLOC_016802	111.186	64.5819	170.208	202.799
XLOC_016804	65.821	264.714	46.3159	0
XLOC_016806	617.167	462.274	906.601	464.746
XLOC_016814	116.777	71.4618	119.864	43.4159
XLOC_016821	9508.27	2422.16	7387.94	4608.02
XLOC_016829	168.501	40.0629	134.939	393.853
XLOC_016832	76.7205	15.768	64.1215	16.0162
XLOC_016838	4054.23	302.238	1288.88	364.66
XLOC_016839	226.45	53.5254	23.9002	0
XLOC_016846	92.0641	20.8344	105.721	50.1999
XLOC_016849	241.862	190.38	412.492	440.748
XLOC_016858	825.983	193.052	525.299	239.576
XLOC_016869	139.5	354.213	167.854	150.954
XLOC_016893	756.109	525.727	359.035	451.635
XLOC_016896	125.335	92.0739	242.164	301.252
XLOC_016897	289.169	39.3273	305.561	140.925
XLOC_016918	670.636	655.841	850.657	419.506
XLOC_016954	1191.2	399.674	982.439	723.807
XLOC_016966	8.96553	0	418.157	0
XLOC_016967	353.016	0	381.758	0
XLOC_016968	82.317	21.225	270.021	0
