# Modified from files "genes.fpkm_tracking" and "0_XLOC-LOC_ID_Conversion.txt"
gene_ID	E_38_FPKM	E_51_FPKM	C_38_FPKM	C_51_FPKM
XLOC_004665	137.561	18.774	132.535	75.7681
XLOC_004676	136.019	41.9202	93.861	107.109
XLOC_004683	0	52.2019	174.811	76.6268
XLOC_004685	502.387	198.822	423.785	287.802
XLOC_004698	147	96.0382	475.223	311.181
XLOC_004728	81.7419	72.4352	64.6944	44.7002
XLOC_004750	302.68	149.963	190.193	101.555
XLOC_004756	205.036	0	846.481	116.97
XLOC_004763	881.487	177.749	256.856	18.4883
XLOC_004800	2237.25	1849.08	2915.3	2432.28
XLOC_004802	249.308	289.973	354.114	223.911
XLOC_004803	3280.26	3653.07	4840.05	2371.3
XLOC_004816	26.2801	232.494	97.83	145.859
XLOC_004820	402.285	299.453	226.407	208.292
XLOC_004822	534.865	553.722	265.999	415.507
XLOC_004826	26.7958	0	11.4158	27.3103
XLOC_004828	392.604	282.378	222.798	269.771
XLOC_004833	33.4859	98.0028	93.9093	69.2475
XLOC_004834	12133.5	6483.7	10547.9	6577.92
XLOC_004843	219.072	0	134.003	165.414
XLOC_004845	138.761	193.932	110.829	118.724
XLOC_004847	1834.08	2166.93	2065.23	2618.89
XLOC_004848	409.114	720.686	397.024	525.009
XLOC_004849	306.061	551.613	439.666	355.433
XLOC_004867	338.724	458.466	129.979	173.857
XLOC_004884	696.331	890.622	621.864	1587.52
XLOC_004895	271.9	163.858	299.893	238.539
XLOC_004899	216.785	273.505	140.505	319.955
XLOC_004902	749.241	786.562	574.051	1212.71
XLOC_004909	350.981	659.061	266.684	782.391
XLOC_004912	495.923	122.306	238.24	169.44
XLOC_004915	322.995	122.979	114.528	74.8727
XLOC_004916	42.6889	13.6954	9.49094	0
XLOC_004925	744.464	435.049	2244.5	307.98
XLOC_004955	1273.1	2059.81	1609.63	1243.98
XLOC_004974	4367.52	1010.02	6206.85	4203.23
XLOC_004982	93.4141	72.4328	140.24	85.1138
XLOC_005001	137.299	83.4596	149.784	74.5699
XLOC_005006	318.619	200.397	266.585	364.772
XLOC_005007	107.639	74.578	55.2315	150.986
XLOC_005027	4444.39	2081.17	3274.06	2405.3
XLOC_005034	838.95	434.621	918.521	365.771
XLOC_005037	396.97	463.365	409.558	282.449
XLOC_005039	498.967	473.397	522.56	299.187
XLOC_005054	98.5184	32.6283	128.12	42.9533
XLOC_005062	115.448	201.351	137.497	106.854
XLOC_005066	595.43	302.332	463.558	421.04
XLOC_005071	1629.86	1488.56	2770.93	1441.91
XLOC_005072	3594.11	4585.36	6512.75	4415.42
XLOC_005075	192.754	0	50.7839	0
XLOC_005077	121.812	222.748	120.351	212.933
XLOC_005081	4407.68	1974.22	1946.51	3156.53
XLOC_005104	354.3	345.56	117.484	21.7184
XLOC_005105	87.3727	18.625	102.606	28.0178
XLOC_005112	893.316	1249.68	1206.7	1999.93
XLOC_005143	334.136	140.99	350.944	132.642
XLOC_005167	990.143	230.164	758.697	200.287
XLOC_005182	1651.59	478.373	903.391	474.528
XLOC_005203	20.3181	318.593	36.5805	72.3698
XLOC_005225	740.454	1030.8	2132.61	1250.55
XLOC_005232	186.831	24.2962	194.725	37.4715
XLOC_005236	59.5848	895.666	133.865	46.4739
XLOC_005237	32.033	583.99	59.9248	15.4987
XLOC_005250	564.775	0	0	0
XLOC_005255	232.962	309.755	177.349	335.204
XLOC_005265	56.6108	217.502	122.369	275.292
XLOC_005368	1435.73	2644.79	1774.08	1795.28
XLOC_005387	1030.67	2830.29	1751.47	2642.9
XLOC_005388	2132.1	1669.9	1785.95	2519.56
XLOC_005389	45.4178	269.067	145.361	242.171
XLOC_005390	379.373	371.681	525.993	699.096
XLOC_005393	0	8.52304	3.47126	34.0382
XLOC_005400	145.63	31.9411	166.547	73.388
XLOC_005404	88.1213	198.592	90.9221	149.111
XLOC_005408	966.047	543.707	836.721	799.862
XLOC_005423	139.142	44.4093	87.5407	67.6283
XLOC_005451	151.935	111.716	410.636	78.0861
XLOC_005452	498.936	707.632	1955.14	511.445
XLOC_005479	152.042	885.898	411.204	343.906
XLOC_005480	87.6142	198.424	56.2819	153.669
XLOC_005481	238.805	232.192	150.897	310.492
XLOC_005497	116.133	97.1347	257.882	207.088
XLOC_005508	4046.5	913.151	2760.6	614.557
XLOC_005524	6282.99	9130.24	7786.95	6267.73
XLOC_005531	1078.21	1969.04	1061.75	755.211
XLOC_005544	1532.11	627.447	1463.52	1200.13
XLOC_005556	299.045	225.79	266.202	149.859
XLOC_005560	211.971	116.807	251.951	146.647
XLOC_005586	5950.36	3619.49	8273.61	7313.84
XLOC_005595	523.097	826.913	690.489	476.746
XLOC_005621	202.176	0	310.854	251.147
XLOC_005629	294.44	594.369	416.43	523.688
XLOC_005643	240.171	46.1525	123.769	24.685
XLOC_005648	334.087	190.806	241.085	265.552
XLOC_005659	220.474	71.7611	627.033	142.731
XLOC_005661	20.775	18.0775	80.4486	11.9381
XLOC_005662	722.131	258.688	1733.87	348.916
XLOC_005663	30.0648	9.03426	73.3997	35.3596
XLOC_005669	48.0648	27.2215	90.6225	23.6663
XLOC_005707	69.2678	26.459	84.9807	65.5899
XLOC_005754	232.926	66.4878	128.653	150.507
XLOC_005755	2369.16	964.58	2551.49	836.368
XLOC_005769	253.464	509.327	291.819	390.734
XLOC_005772	38.7569	159.456	257.595	106.039
XLOC_005793	390.577	591.057	412.677	413.746
XLOC_005799	2293.37	560.021	2511.52	921.475
XLOC_005805	389.48	325.519	376.459	553.296
XLOC_005829	1041.91	1069.56	1362.62	567.936
XLOC_005838	34.3977	56.2137	15.2219	31.5343
XLOC_005840	345.595	718.347	266.75	484.363
XLOC_005844	263.706	210.89	395.976	278.067
XLOC_005848	649.835	978.173	774.063	273.663
XLOC_005851	149.831	242.819	137.971	61.3434
XLOC_005856	196.416	105.592	160.471	87.4617
XLOC_005875	80.358	16.7659	150.126	22.8011
XLOC_005887	788.972	228.472	1106.05	380.956
XLOC_005891	657.908	101.227	463.598	43.0034
XLOC_005896	372.228	113.342	408.172	107.397
XLOC_005898	441.513	506.434	445.944	242.22
XLOC_005900	91.9033	382.126	60.5094	634.345
XLOC_005917	103.705	157.958	89.2747	346.819
XLOC_005954	7727.08	13401.7	7211.76	10587.4
XLOC_005968	375.609	57.7158	137.619	0.619583
XLOC_005970	1530.79	1049.86	3243.17	1822.32
XLOC_005974	972.008	1277.55	1185.43	2186.99
XLOC_005983	247.543	122.909	319.042	189.802
XLOC_005987	278.993	394.448	193.477	579.967
XLOC_005990	442.119	673.959	542.589	852.614
XLOC_006031	309.708	241.633	25.9852	209.69
XLOC_006059	40.489	40.5288	85.3236	54.1044
XLOC_006076	25062.9	26957.6	31874.3	23416.7
XLOC_006079	49.0727	22.6403	76.614	120.78
XLOC_006081	20.1187	29.185	48.0234	65.7347
XLOC_006116	7.4412	82.6685	0	5.90565
XLOC_006125	6449.43	5457.89	8855.26	3155.2
XLOC_006142	84.2463	37.4808	105.551	88.6283
XLOC_006150	151.343	0	28.2763	51.4413
XLOC_006151	103.797	355.645	480.198	66.8782
XLOC_006152	591.373	1196.96	3364.43	240.451
XLOC_006155	526.438	650.656	282.926	130.294
XLOC_006165	441.51	708.389	1268.04	557.841
XLOC_006166	89.5153	99.7088	526.318	124.709
XLOC_006179	52.5714	29.5804	12.6664	23.9896
XLOC_006189	0	37.1544	23.6719	62.0929
XLOC_006192	34669.9	10756.5	38527	18246.2
XLOC_006193	13963.4	2541.5	12326.4	3233.94
XLOC_006194	529.497	838.943	529.678	656.407
XLOC_006206	14090.3	5882.68	6892.72	5712.72
XLOC_006210	354.374	368.844	68.9942	200.57
XLOC_006245	1493.14	332.921	601.246	213.573
XLOC_006248	74.6237	91.804	0	158.208
XLOC_006250	36.9093	160.246	43.8831	49.0311
XLOC_006265	677.876	974.754	705.175	483.523
XLOC_006273	718.902	321.071	808.151	359.603
XLOC_006276	567.835	348.017	1595.21	304.914
XLOC_006321	132.685	101.435	71.1597	153.526
XLOC_006323	101.431	219.091	117.846	385.172
XLOC_006325	656.219	1255.68	815.068	87.6586
XLOC_006327	2131.01	847.955	1926.82	806.112
XLOC_006340	1180.23	331.764	776.531	60.251
XLOC_006341	3051.96	5031.79	1847.81	2297.22
XLOC_006409	1155.4	686.657	388.615	480.024
XLOC_006410	113.519	62.4552	54.4714	90.7588
XLOC_006426	98.697	189.884	51.2013	26.2902
XLOC_006435	12695.1	1660.33	10437.5	1684.73
XLOC_006437	26.3955	0	7.33121	0
XLOC_006451	271.703	360.089	361.093	466.143
XLOC_006471	8162.72	6109.75	15876.8	3392.17
XLOC_006474	928.692	685.845	3405.68	561.897
XLOC_006507	13156.1	19254.2	8270.87	15719.9
XLOC_006513	912.455	767.846	2107.11	1719.78
XLOC_006523	413.632	254.611	304.107	350.651
XLOC_006549	671.316	1215.42	920.07	1491.56
XLOC_006550	17.8272	119.902	0	68.4714
XLOC_006555	265.582	455.268	196.77	268.57
XLOC_006559	145.619	249.456	95.7779	54.4498
XLOC_006570	170.611	234.694	124.366	286.633
XLOC_006583	1690.02	1804.9	1366.07	959.505
XLOC_006628	2415	2989.06	1056.73	1611.02
XLOC_006629	1177.63	991.032	635.443	523.301
XLOC_006631	712.738	540.309	444.094	474.824
XLOC_006648	2115.44	1705.43	2490.84	2010.29
XLOC_006664	217.355	42.2289	134.242	133.755
XLOC_006665	434.81	433.609	502.592	883.595
XLOC_006668	94.445	452.616	0	1333.09
XLOC_006677	178.299	145.513	211.327	88.7552
XLOC_006733	126.281	213.31	42.7635	27.6504
XLOC_006748	526.218	1414.94	860.439	740.521
XLOC_006801	48.4898	110.964	354.193	136.616
XLOC_006803	215.126	104.657	60.2357	144.319
XLOC_006810	4632.63	5382.53	3143.54	4763.78
XLOC_006816	6.7425	0	0	40.9895
XLOC_006829	108.871	67.073	187.812	109.862
XLOC_006831	794.418	1288.44	601.7	970.764
XLOC_006858	8841.25	5560.53	8934.44	5398.21
XLOC_006860	24.651	47.2969	150.295	109.854
XLOC_006885	860.46	729.015	1430.06	872.608
XLOC_006887	130.068	45.0443	186.938	76.4146
XLOC_006889	48072.9	21469.3	59456.6	25585.1
XLOC_006890	393.389	13.8837	265.099	27.347
XLOC_006922	67.4338	185.543	120.82	233.156
XLOC_006924	4635.16	1287.96	4339.64	3227.19
XLOC_006927	4571.98	1000.49	4194.35	1639.94
XLOC_006937	343.928	238.613	388.182	328.417
XLOC_006942	372.471	603.231	783.12	587.075
XLOC_006977	108.298	194.284	161.459	192.874
XLOC_006979	1378.64	711.378	1383.45	376.079
XLOC_007002	441.49	253.854	433.148	391.03
XLOC_007013	16045.7	12200.4	19125.1	12727.5
XLOC_007030	41.309	35.063	69.4796	178.845
XLOC_007035	136.632	15.4105	57.5132	0
XLOC_007069	13043.3	16151.5	15315.3	11980.7
XLOC_007073	27.9499	54.3146	141.578	0
XLOC_007112	324.055	227.804	700.804	155.449
XLOC_007121	144.786	111.872	182.733	153.883
XLOC_007150	40.4737	79.1593	82.4812	24.3038
XLOC_007151	165.258	301.552	208.626	256.1
XLOC_007155	61.6544	110.595	29.7088	65.3498
XLOC_007156	55.0524	83.1858	36.2104	174.221
XLOC_007180	438.843	81.6854	230.837	86.6858
XLOC_007183	1296.5	767.843	1308.24	1930.82
XLOC_007278	257.335	273.329	314.305	386.702
XLOC_007279	140.99	183.974	303.236	155.175
XLOC_007300	136.315	99.6694	165.591	205.085
XLOC_007333	714.831	875.326	500.772	982.442
XLOC_007337	589.368	297.186	554.124	461.254
XLOC_007344	649.24	280.961	251.754	371.759
XLOC_007346	107.423	106.566	144.436	38.9981
XLOC_007399	3213.35	1664.99	16187.9	2167.99
XLOC_007436	686.877	1616.53	905.662	743.874
XLOC_007449	412.805	742.434	548.84	320.784
XLOC_007455	1566.64	1021.86	1427.79	1504.08
XLOC_007472	18.2305	23.0598	9.70143	0
XLOC_007496	15030.7	5597.15	12112.3	6091.03
XLOC_007497	1358.35	539.484	1165.54	594.283
XLOC_007507	112.481	783.297	0	159.253
XLOC_007513	333.2	198.473	447.687	313.478
XLOC_007516	35.6146	41.9428	80.5177	83.3834
XLOC_007519	164.867	117.046	236.524	162.277
XLOC_007585	4039.89	5708.15	5373.16	4251.43
XLOC_007589	5764.25	6391.76	8079.34	4577.22
XLOC_007598	377.161	279.139	324.461	240.388
XLOC_007626	49.5986	50.8781	109.458	229.734
XLOC_007689	0	165.786	50.0728	91.3609
XLOC_007701	257.101	421.659	312.094	341.73
XLOC_007708	1095.46	878.121	1569.75	1402.45
XLOC_007720	434.361	656.431	373.339	622.288
XLOC_007721	1732.57	856.586	1728.58	1689.6
XLOC_007724	67.7036	120.03	121.121	55.7259
XLOC_007752	5001.65	3803.19	4946.88	2616.86
XLOC_007756	1757.05	1599.05	2105.83	881.921
XLOC_007765	356.612	330.881	609.838	145.537
XLOC_007774	93.3882	141.537	116.253	79.3976
XLOC_007778	121.795	166.19	194.714	218.728
XLOC_007779	212.875	248.632	299.694	346.841
XLOC_007793	6.63161	0	11.7155	16.6984
XLOC_007794	0	462.084	70.3295	386.162
XLOC_007795	465.472	802.193	741.693	340.899
XLOC_007809	6217.25	1660.92	7872.4	3861.19
XLOC_007815	3245.23	1884.12	2566.25	2124.85
XLOC_007831	0	370.034	0	114.207
XLOC_007834	462.738	309.723	588.784	777.317
XLOC_007848	10706	12753.9	18535.3	9079.61
XLOC_007850	118.419	134.975	170.663	58.7422
XLOC_007851	269.571	150.184	290.763	107.851
XLOC_007852	329.019	201.739	429.884	160.376
XLOC_007862	772.332	456.678	936.39	482.071
XLOC_007869	11.7241	4.22087	53.0409	0
XLOC_007873	37.2287	0	65.264	9.43083
XLOC_007876	7198.42	1164.75	4853.75	1732.46
XLOC_007887	178.014	212.748	271.178	511.048
XLOC_007899	98.2372	0	0	0
XLOC_007949	92.7754	525.249	102.445	82.6006
XLOC_007950	4072.36	1989.7	4780.37	3117.51
XLOC_007959	11252.2	9024.85	16084.4	6963.6
XLOC_007963	4723.31	3712.81	9135.1	3534.31
XLOC_008001	329.655	513.984	232.456	146.076
XLOC_008013	208.041	293.105	255.098	215.602
XLOC_008020	0	103.838	0	0
XLOC_008024	124.751	241.908	111.077	952.965
XLOC_008038	185.343	178.265	207.271	134.042
XLOC_008045	116.198	430.767	220.728	178.571
XLOC_008060	566.768	530.824	581.899	896.171
XLOC_008064	418.078	0	0	78.1901
XLOC_008067	197.977	159.961	0	0
XLOC_008071	372.474	933.489	466.84	621.152
XLOC_008101	61.6817	87.7174	102.167	134.222
XLOC_008106	415.371	432.364	282.677	407.813
XLOC_008124	591.398	1155.21	104.355	1612.32
XLOC_008129	5.70013	6.23988	0	25.3013
XLOC_008133	369.589	116.073	0	131.397
XLOC_008142	97.0515	288.455	109.64	225.299
XLOC_008153	720.273	556.578	1036.29	427.451
XLOC_008162	117.194	51.8061	88.0389	111.379
XLOC_008167	741.677	584.409	880.952	145.534
XLOC_008169	103.079	6.2137	88.9397	0
XLOC_008172	146.779	131.728	602.764	144.119
XLOC_008173	540.434	292.384	1595.49	104.133
XLOC_008178	250.534	218.294	308.201	524.299
XLOC_008183	300.69	825.4	428.398	505.069
XLOC_008194	193.596	125.073	329.257	107.129
XLOC_008210	41.3104	124.054	50.4764	64.1571
XLOC_008211	854.665	1955.99	1141.52	1117.88
XLOC_008261	459.55	112.174	489.391	249.72
XLOC_008262	1195.15	600.785	1035.88	714.706
XLOC_008266	57.7482	353.427	250.103	589.423
XLOC_008271	159.518	374.568	102.577	89.8496
XLOC_008295	635.156	568.96	1147.5	1372.74
XLOC_008324	736.544	157.924	534.713	150.653
XLOC_008327	72.3235	131.049	138.928	85.5302
XLOC_008329	345.119	194.295	459.408	352.5
XLOC_008347	149.943	478.92	239.918	1272.43
XLOC_008348	5.38133	0	18.514	60.2254
XLOC_008350	1184.49	534.39	2595.96	1059.02
XLOC_008351	650.113	514.086	1244.99	475.955
XLOC_008352	1720.5	1691.07	2689.26	1254.62
XLOC_008357	211.725	74.8726	424.178	162.266
XLOC_008360	372.768	43.9984	435.335	66.3292
XLOC_008367	3556.87	4601.2	19498.9	1370.59
XLOC_008368	1003.7	929.071	1400.89	876.922
XLOC_008373	3135.85	1991.95	3857.91	4075.82
XLOC_008379	135.938	203.155	91.5984	362.818
XLOC_008380	54.5772	100.526	16.7893	146.616
XLOC_008381	568.286	305.827	123.917	265.619
XLOC_008382	37.1121	249.943	337.362	105.802
XLOC_008395	1793.62	2089.26	993.162	2430.64
XLOC_008417	87.9015	33.5537	178.047	70.8229
XLOC_008428	176.792	647.79	600.79	659.844
XLOC_008436	251.756	321.8	197.064	529.851
XLOC_008443	374.855	138.024	35.915	154.231
XLOC_008454	377.248	222.483	427.767	406.764
XLOC_008470	3153.67	315.893	4019.08	823.773
XLOC_008471	633.9	133.179	615.471	242.2
XLOC_008473	407.712	660.106	254.526	166.09
XLOC_008474	52.4392	104.531	90.6014	129.552
XLOC_008483	236.95	133.654	191.985	131.829
XLOC_008491	278.232	330.537	244.948	367.269
XLOC_008518	964.259	358.353	964.47	426.561
XLOC_008522	277.139	110.934	305.557	199.63
XLOC_008526	158.122	36.493	14.2809	50.973
XLOC_008548	192.315	0	0	0
XLOC_008566	35.119	0	36.0266	5.39382
XLOC_008579	263.001	163.233	262.987	299.18
XLOC_008611	1261.96	0	30.6831	47.2923
XLOC_008612	302.233	28.3763	0	0
XLOC_008617	13233.7	9419.38	20926.7	16447.4
XLOC_008650	1650.17	447.829	1129.57	174.952
XLOC_008655	66.2288	53.0512	103.814	79.6547
XLOC_008659	103.551	76.768	47.8362	30.5789
XLOC_008660	589.785	162.061	680.316	187.962
XLOC_008668	115.35	249.47	128.671	154.429
XLOC_008669	248.343	664.002	471.576	164.905
XLOC_008691	15898	5985.56	29299.7	23699.9
XLOC_008695	119.356	86.639	129.839	190.958
XLOC_008696	3563.44	1080.24	2874.18	1413.76
XLOC_008700	312.505	126.319	255.241	92.7757
XLOC_008713	69.439	69.2309	54.0816	168.95
XLOC_008715	102.436	382.372	606.166	13.3672
XLOC_008718	645.602	641.403	1551.09	306.087
XLOC_008740	163.589	678.011	90.1432	129.642
XLOC_008751	380.033	113.937	244.82	172.549
XLOC_008752	5088.7	2663.3	9331.21	2709.14
XLOC_008766	593.979	562.748	1035.8	530.229
XLOC_008787	214.783	97.2375	183.858	148.557
XLOC_008792	25.1035	0	80.572	21.3404
XLOC_008804	535.746	732.542	447.525	834.507
XLOC_008817	1830.98	11573.3	433.903	4473.32
XLOC_008819	837.155	1551.19	596.071	1154.22
XLOC_008822	279.041	394.276	279.493	323.676
XLOC_008824	44.4189	142.046	47.8187	75.8586
XLOC_008837	6699.36	5545.96	8657.95	5473.18
XLOC_008847	162.467	156.436	195.591	39.6996
XLOC_008848	1483.47	943.655	1421.41	825.584
XLOC_008867	442.387	534.136	287.858	872.032
XLOC_008875	56.922	295.036	161.132	162.005
XLOC_008877	90.04	192.785	336.676	517.368
XLOC_008878	386.02	1003.01	575.431	906.828
XLOC_008879	212.977	2059.51	346.067	1261.28
XLOC_008882	0	6.70846	43.5104	57.5636
XLOC_008891	48.0283	62.5382	75.5057	28.155
XLOC_008900	143.871	140.892	86.9811	164.726
XLOC_008901	499.701	648.4	435.336	759.758
XLOC_008903	2270.64	751.999	1911.07	877.744
XLOC_008917	351.709	409.88	212.537	570.842
XLOC_008923	199.728	231.142	183.514	114.7
XLOC_008927	284.978	143.215	535.788	407.657
XLOC_008979	772.228	135.317	697.239	316.374
XLOC_008982	93.0458	66.5167	96.8208	34.2727
XLOC_008983	86.5704	23.4133	85.3321	70.8508
XLOC_008991	127.308	176.188	98.4709	185.198
XLOC_009003	3114.36	2917.44	4884.5	2742.81
XLOC_009005	159.606	444.22	1776.61	291.233
XLOC_009012	216.576	203.806	326.35	287.788
XLOC_009015	43.7695	55.6403	50.3877	108.407
XLOC_009018	9805.4	9562.78	7432.77	12432
XLOC_009066	337.699	205.003	153.086	194.662
XLOC_009069	424.286	1314.37	280.036	296.332
XLOC_009094	40386	14752.4	29238.8	13452.8
XLOC_009105	205.476	410.898	227.417	403.751
XLOC_009156	459.812	50.8039	0	280.096
XLOC_009170	23.7954	79.5921	164.498	149.238
XLOC_009174	307.924	48.7837	360.445	0
XLOC_009261	52.3399	42.1708	29.4214	137.335
XLOC_009268	754.272	214.483	844.922	187.172
XLOC_009272	211.253	202.932	193.305	351.654
XLOC_009273	325.756	473.536	358.892	853.507
XLOC_009331	256.083	202.214	349.673	168.852
XLOC_009368	467.196	337.331	974.696	715.02
XLOC_009370	42721.9	15854	61177.9	45742
XLOC_009398	890.445	102.819	610.922	212.367
XLOC_009421	9212.24	2386.43	5513.75	6343.05
XLOC_009441	234.194	602.66	465.016	389.13
XLOC_009456	55.093	0	79.786	42.6705
XLOC_009465	180.671	81.781	264.54	75.2624
XLOC_009466	349.889	351.245	406.378	140.059
XLOC_009473	26514.3	8396.56	29145.5	12145.7
XLOC_009488	95.2556	76.304	147.787	81.368
XLOC_009489	196.236	128.072	357.662	165.242
XLOC_009520	822.222	715.463	1036.75	920.045
XLOC_009541	153.017	119.861	153.359	59.4832
XLOC_009568	87.5088	110.785	132.661	270.715
XLOC_009583	987.935	1062.57	1319.89	1328.84
XLOC_009584	775.553	1210.57	1095.28	1123.53
XLOC_009585	5221.98	19594.6	4475.53	5003.68
XLOC_009586	514.457	0	515.274	148.774
XLOC_009634	403.801	332.885	823.917	354.944
XLOC_009636	306.54	505.568	188.261	238.65
XLOC_009653	2808.98	1431.85	3051.95	1539.64
XLOC_009664	101.617	65.2807	249.454	121.346
XLOC_009676	173.635	267.287	230.037	357.369
XLOC_009677	22.4457	64.24	18.877	93.0337
XLOC_009678	47.4266	55.8456	71.4405	102.163
XLOC_009711	275.312	56.538	266.267	23.966
XLOC_009750	562.967	232.888	710.106	437.122
XLOC_009768	3235.24	3934.15	5202.72	2964.97
XLOC_009771	506.902	455.12	606.192	1095.39
XLOC_009779	149.09	378.289	330.005	33.5087
XLOC_009811	117.465	125.62	86.6093	249.448
XLOC_009813	8490.28	2158.11	4830.29	682.457
XLOC_009815	613.252	259.592	235.238	105.503
XLOC_009817	192.662	130.025	243.724	169.235
XLOC_009832	3365.21	4775.17	3388.91	2671.05
XLOC_009845	68.3908	57.572	225.665	25.4118
XLOC_009856	699.798	647.769	1188.32	596.237
XLOC_009861	621.836	134.778	668.921	260.433
XLOC_009872	2.03897	270.53	97.7737	475.536
XLOC_009880	6627.93	690.288	6908.97	911.693
XLOC_009881	7274.9	2381.21	7628.39	3172.04
XLOC_009904	358.745	557.085	422.977	297.33
XLOC_009923	446.899	315.357	584.525	385.935
XLOC_009924	443.594	233.652	667.385	231.131
XLOC_009932	123.383	55.417	184.853	114.411
XLOC_009944	4488.59	4090.73	3374.24	6491.97
XLOC_009949	32.4738	146.444	41.2084	75.5982
XLOC_009961	430.958	330.613	852.025	293.965
XLOC_009967	3351	4976.99	2386.22	5413.1
XLOC_009968	39.0849	23.5673	0	356.811
XLOC_009994	92.4647	137.471	62.2338	49.5855
XLOC_010030	22.1294	17.4491	0	36.8767
XLOC_010037	367.665	129.064	156.684	159.056
XLOC_010038	167.145	150.488	259.71	262.41
XLOC_010040	127.175	0	19.6929	58.252
XLOC_010054	832.483	595.316	1303.87	678.183
XLOC_010057	2243.1	1644.7	3104.44	1550.79
XLOC_010097	446.42	341.256	141.484	137.31
XLOC_010098	421.543	292.232	189.417	310.677
XLOC_010121	147.255	222.348	315.452	278.405
XLOC_010136	2222.8	1769.06	1351.42	2592.06
XLOC_010137	84.3043	121.889	131.835	331.793
XLOC_010141	229.466	142.881	279.628	198.442
XLOC_010144	79.3391	193.083	339.939	327.123
XLOC_010147	588.486	493.382	740.704	1007.16
XLOC_010148	785.409	1129.71	632.529	716.803
XLOC_010149	1195.43	1575.89	1014.17	1272.78
XLOC_010154	35.6234	2549.34	1074.97	795.927
XLOC_010157	0	0	73.4658	222.599
XLOC_010164	159.947	86.8991	134.38	122.602
XLOC_010246	7339.98	7258.52	5981.91	8822.33
XLOC_010247	113.008	16.5147	197.192	228.36
XLOC_010248	441.819	517.848	361.287	524.667
XLOC_010251	1994.78	2507.19	1650.34	2122.6
XLOC_010256	393.661	61.4302	531.954	71.9238
XLOC_010258	75.0619	0	22.7148	3.03087
XLOC_010264	79.7473	135.108	89.4349	137.692
XLOC_010283	8314.94	6435.38	16270.3	8368.73
XLOC_010284	12748.4	5643.38	41484	3136.85
XLOC_010299	3784.18	5086.98	3348.64	6996.76
XLOC_010314	99.4445	321.167	186.696	302.306
XLOC_010333	206.276	351.641	218.017	220.333
XLOC_010338	139.451	180.609	83.881	223.617
XLOC_010354	3230.9	2278.4	2459.53	2700.24
XLOC_010380	83.0981	103.267	179.775	118.938
XLOC_010389	523.249	93.9265	537.037	208.674
XLOC_010394	1134.83	289.022	775.331	497.975
XLOC_010399	622.917	433.203	653.169	658.388
XLOC_010420	961.913	275.27	1052.23	359.834
XLOC_010428	39.8263	193.01	28.2376	0
XLOC_010433	407.001	0	155.583	61.3066
XLOC_010441	1336.88	1162.54	794.029	585.746
XLOC_010457	4226.3	4996.08	6282.93	1023.97
XLOC_010494	1485.9	187.381	1189.34	360.536
XLOC_010502	164.448	167.489	257.629	307.99
XLOC_010535	2022.36	1284.05	6199.44	1439.85
XLOC_010557	331.039	232.25	505.849	321.073
XLOC_010571	221.53	0	336.511	196.667
XLOC_010572	1538.99	1621.51	2534.25	3115.02
XLOC_010576	11988.3	22420.8	18455.2	33923.5
XLOC_010583	59.0048	93.3938	66.2284	67.9883
XLOC_010584	358.388	546.993	457.154	361.61
XLOC_010595	453.823	325.695	526.042	102.217
XLOC_010599	222.67	158.392	398.686	211.627
XLOC_010609	189.35	140.04	227.975	328.534
XLOC_010641	28.7792	40.8865	0	68.7575
XLOC_010644	432.233	513.891	206.489	557.349
XLOC_010648	31.5298	44.744	17.7049	56.1536
XLOC_010660	230.978	42.2291	142.201	50.4334
XLOC_010663	29.5689	306.24	77.3902	166.497
XLOC_010668	126.833	0	105.285	466.352
XLOC_010669	149.986	70.9741	266.411	29.3451
XLOC_010674	3101.16	1890.39	1955.94	1912.51
XLOC_010700	52.8068	462.527	263.02	34.7734
XLOC_010716	301.472	159.15	250.773	96.568
XLOC_010718	211.099	567.987	306.058	502.134
XLOC_010777	424.52	872.326	102.388	407.31
XLOC_010809	83.0185	67.8318	120.846	126.576
XLOC_010815	1068.72	782.114	318.756	530.74
XLOC_010822	494.841	264.919	432.011	321.435
XLOC_010832	389.795	69.4983	713.89	309.949
XLOC_010833	153.172	31.5825	227.478	95.3589
XLOC_010851	5586.96	979.541	5403.35	1009.83
XLOC_010865	566.454	1846.08	0	675.503
XLOC_010866	433.398	272.347	58.7597	277.326
XLOC_010867	128.878	148.106	24.3386	137.943
XLOC_010868	1675.22	233.701	190.668	763.18
XLOC_010870	79.9261	50.0859	161.206	17.5667
XLOC_010874	901.85	297.626	597.077	1004.33
XLOC_010880	231.018	281.326	414.007	329.098
XLOC_010898	701.45	634.167	227.313	475.718
XLOC_010920	608.737	87.3257	0	0
XLOC_010922	193.691	186.502	129.16	103.139
XLOC_010962	1711.4	1200.36	1047.34	1048.39
XLOC_010964	603.354	572.767	1108.27	668.974
XLOC_010971	322.978	249.556	431.996	463.488
XLOC_010976	13583.3	5897.26	20036.5	5040.61
XLOC_010984	125.878	72.5959	150.229	137.322
XLOC_010999	36.8274	1322.66	281.636	1344.4
XLOC_011002	681.035	573.649	315.561	1903.96
XLOC_011015	537.251	314.444	436.433	410.549
XLOC_011018	228.474	188.22	342.24	240.204
XLOC_011022	987.534	130.23	978.482	341.895
XLOC_011042	1227.58	440.856	1904.62	446.864
