C_38_FPKM	C_51_FPKM	E_38_FPKM	E_51_FPKM
LOC105328194|XLOC_004108|uncharacterized	0.560734480724923	0.582977980339166	-1.49155031547801	0.347837854413917
LOC105344505|XLOC_004348|calnexin-like	-0.88106212518948	-0.478700682401157	-0.0515889448080607	1.41135175239869
LOC105327339|XLOC_005037|microtubule-actin_cross-linking_factor_1	0.329393462506728	-1.42353502064386	0.182053575887008	0.91208798225011
LOC105338611|XLOC_006192|uncharacterized	0.893351843070973	-0.361284967873033	0.716272033379692	-1.24833890857763
LOC105320897|XLOC_007183|FK506-binding_protein_2	0.100694284069167	1.12944941209257	0.0768739337822488	-1.30701762994398
LOC105339011|XLOC_007300|putative_protocadherin_beta-18	0.397873878911772	1.09711803907519	-0.237335215995582	-1.25765670199138
LOC105338115|XLOC_009932|synaptotagmin-1	1.04340852456142	0.0828619952861386	0.233793186886508	-1.36006370673407
LOC105325414|XLOC_011951|uncharacterized	-0.915607140886458	-0.761228074372744	1.13532433774682	0.541510877512379
LOC105331976|XLOC_015728|serine-rich_adhesin_for_platelets	0.420261933855472	0.000657871647089878	0.958897342239487	-1.37981714774205
LOC105320526|XLOC_016565|uncharacterized	-0.958850165088471	1.38565275592279	-0.0269977343702383	-0.39980485646408
LOC105333628|XLOC_018392|calumenin	-1.28845058388396	1.0190802352105	0.498752733122298	-0.229382384448829
LOC105332768|XLOC_018590|uncharacterized	0.668289584330905	-1.48537131493367	0.327147342817638	0.489934387785134
LOC105346053|XLOC_019959|protein_eyes_shut	0.725195484016504	-0.0492932410827745	0.721114449058445	-1.39701669199217
LOC105328023|XLOC_021259|nidogen-1	-0.194457246214485	-0.208704053260168	1.39266408108259	-0.989502781607938
LOC105340356|XLOC_021471|follistatin-A	0.680395466098525	0.702423436355514	-1.42882699484766	0.0460080923936171
LOC105322085|XLOC_021665|calmodulin	-0.370700339841348	-0.361418636235611	1.47600514658603	-0.743886170509078
LOC105317808|XLOC_021757|ras_guanyl-releasing_protein_3	0.245058104445637	-0.779292502268271	-0.779292502268271	1.31352690009091
LOC105346089|XLOC_021884|mammalian_ependymin-related_protein_1-like	1.44763199501241	-0.621770101561711	-0.710201542557956	-0.115660350892744
LOC105318458|XLOC_022115|mammalian_ependymin-related_protein_1	0.830141640770535	-0.228250875314036	0.718277396502641	-1.32016816195914
LOC105325327|XLOC_022470|dual_oxidase_2	0.179936878896567	-1.36504350427922	0.144200720262599	1.04090590512006
LOC105328000|XLOC_022522|calmodulin-A	-0.993999235580331	-0.105576017334595	1.38533725269699	-0.285761999782062
LOC105327998|XLOC_022523|calmodulin-A	-1.12587185788453	-0.133858046429328	1.30847930033948	-0.048749396025612
LOC105348537|XLOC_026129|annexin_A7	-0.216752442180316	-1.23558322169001	0.295057033640693	1.15727863022963
LOC105327452|XLOC_026148|leucine-rich_repeat-containing_protein_74A	1.36057129076133	-0.335443629419806	-1.0179745414862	-0.00715311985532404
LOC105319194|XLOC_026495|protocadherin-like_wing_polarity_protein_stan	1.20462524537744	0.259224562149491	-0.279016240190219	-1.18483356733672
LOC105323136|XLOC_026612|microtubule-actin_cross-linking_factor_1	0.580933612966764	1.08417791801052	-0.608082856068601	-1.05702867490868
LOC105336047|XLOC_026656|uncharacterized	0.801159938899936	-1.46265331017821	0.329938476499385	0.331554894778889
LOC105328347|XLOC_026681|cadherin-23	0.155609736642451	-1.23169708932656	-0.125177966362404	1.20126531904651
LOC105321018|XLOC_027641|eukaryotic_elongation_factor_2_kinase	1.4577707097662	-0.818220541624124	-0.298473743423074	-0.341076424719005
LOC105334618|XLOC_027684|uncharacterized	0.138876230154226	-1.07977497379265	1.29874707668717	-0.357848333048742
LOC105321376|XLOC_029826|uncharacterized	0.622775581190063	-1.47484412411736	0.61835559647308	0.233712946454213
LOC105341089|XLOC_030015|serine_protease_inhibitor_dipetalogastin	1.46709941023709	-0.32134985512417	-0.363133783026414	-0.782615772086512
LOC105337196|XLOC_031453|EF-hand_calcium-binding_domain-containing_protein_6	-0.770013997345753	-0.844291739604718	1.24945276455891	0.36485297239157
LOC105349178|XLOC_031599|annexin_A7	1.44841742914644	-0.426876689338789	-0.825484924302397	-0.196055815505255
LOC105336473|XLOC_031675|uncharacterized	0.979847741510824	-0.131487623475548	0.487618154238036	-1.33597827227331
LOC105326084|XLOC_032623|fibropellin-1-like	0.52865246919906	-1.36958794327604	0.916032665510084	-0.0750971914331068
LOC105328831|XLOC_033563|uncharacterized	0.244020984389194	-0.853085411230194	1.31131404239398	-0.702249615552977
LOC109617191|XLOC_034280|fibrillin-2-like	0.530368331136975	-1.35731837482801	-0.103474238382669	0.930424282073701
LOC105339995|XLOC_038003|uncharacterized	0.696750288408332	0.578047765095425	-1.46439502984458	0.189596976340824
