tracking_id	E_38_0	E_38_1	E_38_2	E_51_1	E_51_2	E_51_0	C_38_0	C_38_2	C_38_1	C_51_2	C_51_0	C_51_1
XLOC_006801	24.1631	13.0197	19.7217	25.0417	23.5518	20.2885	27.4796	22.8997	27.7104	17.373	23.3254	13.5176
XLOC_006803	39.5396	38.2455	38.547	19.0794	20.6079	16.9071	13.7398	4.9782	13.8552	37.0624	21.7704	19.2093
XLOC_006810	406.38	287.248	343.337	349.391	306.174	347.159	272.219	309.644	251.913	296.499	318.003	270.352
XLOC_006816	0	1.62747	0	0	0	0	0	0	0	1.1582	2.33254	6.40308
XLOC_006829	49.4245	101.717	103.987	48.8909	67.7116	40.5771	156.29	131.424	152.407	94.9725	78.5288	83.9515
XLOC_006831	87.8659	61.8438	74.4047	78.7024	85.3755	96.9341	45.513	52.7689	51.6421	74.1249	73.8637	75.4141
XLOC_006858	238.336	350.719	352.302	175.292	220.799	175.834	289.394	287.74	294.738	216.584	165.61	197.073
XLOC_006860	1.09832	4.88241	10.7573	8.34723	6.86929	6.76285	25.7621	16.9259	26.4508	24.3222	16.3278	13.5176
XLOC_006885	73.5877	90.3245	69.0261	63.2004	73.5995	76.6456	116.788	154.324	103.284	99.6053	76.1962	73.2797
XLOC_006887	19.7698	30.9219	34.0648	7.15477	16.6826	6.76285	42.0781	32.8561	31.4891	16.2148	17.1053	18.4978
XLOC_006889	930.28	909.755	681.296	218.22	262.014	223.174	845.855	782.573	699.057	271.019	254.247	281.024
XLOC_006890	120.816	104.972	55.5794	1.19246	6.86929	0	92.7435	52.7689	40.306	2.3164	11.6627	2.84582
XLOC_006922	14.2782	12.206	6.2751	25.0417	23.5518	25.9242	12.0223	32.8561	15.1148	24.3222	26.4354	29.8811
XLOC_006924	522.802	394.661	323.616	135.941	105.983	162.308	362.387	433.103	327.486	387.997	279.905	229.8
XLOC_006927	85.6692	113.109	84.2656	11.9246	23.5518	22.5428	79.0037	105.538	83.1311	24.3222	28.768	39.13
XLOC_006937	61.5061	60.2163	59.1652	41.7361	59.8609	31.56	66.1227	52.7689	80.612	67.1757	59.8685	48.3789
XLOC_006942	15.3765	26.0395	38.547	23.8492	40.2344	31.56	58.3941	34.8474	44.0847	31.2714	34.9881	34.1498
XLOC_006977	37.343	46.3828	56.4759	78.7024	96.17	76.6456	66.9814	86.6206	55.4208	94.9725	79.3063	75.4141
XLOC_006979	64.8011	57.7751	60.9581	35.7738	41.2157	21.4157	47.2305	66.7078	44.0847	11.582	31.1005	23.478
XLOC_007002	52.7195	113.109	135.363	52.4683	90.2821	30.4328	116.788	95.5814	83.1311	71.8085	83.9714	110.987
XLOC_007013	1341.05	1032.63	973.536	937.275	727.163	857.754	1616.14	1333.16	1138.64	901.08	830.384	793.982
XLOC_007030	10.9832	22.7846	28.6862	22.6568	15.7012	14.6528	52.3829	19.9128	32.7486	108.871	83.9714	77.5485
XLOC_007035	5.49162	7.32361	7.17154	0	0	2.25428	3.43495	4.9782	0	0	0	0
XLOC_007069	1802.35	1454.96	1552.64	1986.64	1748.72	1853.02	1831.68	2024.13	1667.66	1365.52	1418.96	1388.76
XLOC_007073	1.09832	2.4412	0	4.76984	0.981327	1.12714	11.1636	2.98692	3.77869	0	0	0
XLOC_007112	28.5564	27.667	16.136	8.34723	9.81327	13.5257	40.3606	28.8735	61.7186	16.2148	6.2201	17.0749
XLOC_007121	99.9474	122.874	121.916	81.0874	110.89	74.3913	121.941	144.368	168.781	127.402	116.627	122.37
XLOC_007150	14.2782	11.3923	11.6538	19.0794	27.4772	15.78	5.15242	11.9477	5.03825	2.3164	6.99761	14.9405
XLOC_007151	26.3598	45.5691	36.7541	45.3135	85.3755	67.6285	42.0781	49.782	45.3443	66.0175	49.7608	52.6476
XLOC_007155	24.1631	22.7846	35.8577	54.8532	38.2718	50.7213	19.7509	7.96512	12.5956	27.7968	45.8732	22.0551
XLOC_007156	4.39329	5.69614	8.06798	11.9246	4.90664	4.50856	4.29368	4.9782	3.77869	23.164	13.2177	14.9405
XLOC_007180	104.341	100.903	88.7478	21.4643	26.4958	6.76285	59.2528	48.7863	46.6038	31.2714	13.9952	12.8062
XLOC_007183	74.686	162.747	148.809	63.2004	84.3941	81.1542	115.071	118.481	156.186	185.312	159.39	230.511
XLOC_007278	117.521	136.707	148.809	139.518	136.404	152.164	173.465	156.315	162.484	216.584	199.821	189.247
XLOC_007279	12.0816	21.1571	43.0292	31.004	22.5705	36.0685	42.9368	56.7514	54.1612	28.955	31.1005	30.5925
XLOC_007300	27.4581	36.618	47.5114	21.4643	35.3278	24.7971	35.2082	34.8474	65.4973	66.0175	34.9881	66.8767
XLOC_007333	49.4245	69.1674	75.3012	67.9703	105.002	84.5356	53.2417	46.7951	75.5738	118.137	71.5312	87.5088
XLOC_007337	393.2	324.68	273.415	164.56	183.508	151.037	310.004	329.557	284.661	235.115	256.579	282.447
XLOC_007344	39.5396	32.5494	33.1684	14.3095	17.6639	12.3986	9.4461	13.939	16.3743	23.164	17.1053	19.2093
XLOC_007346	6.58994	14.6472	22.4111	15.502	14.7199	15.78	16.316	17.9215	26.4508	9.26561	2.33254	4.98018
XLOC_007399	12.0816	40.6867	51.0972	19.0794	20.6079	13.5257	194.074	121.468	196.492	17.373	16.3278	24.1894
XLOC_007436	115.324	89.5108	84.2656	129.978	124.629	127.367	129.669	117.485	115.88	70.6503	112.739	85.3745
XLOC_007449	76.8826	46.3828	48.4079	124.016	80.4688	90.1713	79.8625	93.5901	81.8716	52.1191	73.8637	51.2247
XLOC_007455	126.307	157.864	160.463	81.0874	113.834	107.078	127.093	152.333	128.475	199.211	115.072	113.833
XLOC_007472	1.09832	1.62747	4.48221	7.15477	1.96265	0	2.57621	0	1.25956	0	0	0
XLOC_007496	213.075	157.864	138.052	84.6647	62.8049	48.4671	109.06	155.32	138.552	53.2773	83.1939	73.2797
XLOC_007497	109.832	137.521	132.673	45.3135	62.8049	37.1957	109.918	118.481	109.582	61.3847	42.7632	66.8767
XLOC_007507	1.09832	0	0	3.57738	2.94398	1.12714	0	0	0	0	1.55503	0
XLOC_007513	91.1608	85.4421	87.8514	47.6984	42.1971	67.6285	133.963	110.516	110.842	99.6053	64.5336	84.663
XLOC_007516	5.49162	13.0197	16.136	15.502	11.7759	13.5257	33.4907	20.9084	23.9317	31.2714	25.6579	24.1894
XLOC_007519	21.9665	29.2944	38.547	31.004	14.7199	18.0343	40.3606	36.8387	51.6421	28.955	38.0981	21.3436
XLOC_007585	306.432	397.916	367.541	535.415	376.83	525.248	490.338	553.576	420.694	383.365	369.319	406.952
XLOC_007589	704.025	703.88	792.455	889.576	801.744	803.652	1130.96	1003.6	930.817	642.802	548.146	608.293
XLOC_007598	210.878	168.443	151.499	144.288	132.479	116.096	144.268	166.272	146.109	134.351	97.9666	106.007
XLOC_007626	2.19665	7.32361	1.79288	1.19246	10.7946	0	17.1747	5.97384	3.77869	22.0058	13.9952	31.304
XLOC_007689	0	0	0	7.15477	13.7386	5.63571	5.15242	0	2.51913	8.10741	2.33254	3.55727
XLOC_007701	283.367	269.346	274.311	460.29	477.906	418.169	326.32	337.522	340.082	444.749	309.45	345.055
XLOC_007708	53.8178	78.1185	61.8545	56.0457	62.8049	56.3571	93.6023	76.6642	107.063	86.8651	66.8661	93.9119
XLOC_007720	188.912	183.904	187.356	273.074	243.369	296.438	156.29	167.267	180.117	254.804	293.122	268.218
XLOC_007721	79.0793	102.531	109.366	63.2004	54.9543	46.2128	109.06	93.5901	103.284	99.6053	106.519	103.161
XLOC_007724	17.5732	20.3434	16.136	39.3512	30.4211	29.3057	21.4684	31.8605	41.5656	8.10741	15.5503	21.3436
XLOC_007752	269.089	366.994	311.962	277.843	267.902	206.267	345.212	289.731	385.426	176.047	203.708	224.108
XLOC_007756	400.888	300.268	268.036	308.847	262.996	337.015	354.658	441.068	314.891	189.945	171.83	156.52
XLOC_007765	27.4581	17.0884	20.6182	13.1171	25.5145	15.78	49.8067	36.8387	27.7104	12.7402	16.3278	14.2291
XLOC_007774	51.6212	48.0103	41.2364	76.3175	77.5248	61.9928	56.6766	68.6991	65.4973	45.1698	45.0957	49.0903
XLOC_007778	30.7531	48.8241	35.8577	47.6984	72.6182	37.1957	42.9368	59.7384	81.8716	78.7577	55.9809	72.5683
XLOC_007779	48.3262	55.3339	56.4759	59.6231	75.5622	51.8485	81.5799	60.734	83.1311	112.346	73.8637	74.7026
XLOC_007793	2.19665	1.62747	0	0	0	0	1.71747	0	5.03825	2.3164	2.33254	4.98018
XLOC_007794	0	0	0	7.15477	0	6.76285	0.858736	0	1.25956	3.4746	3.88756	4.26872
XLOC_007795	48.3262	30.9219	37.6506	54.8532	42.1971	23.67	36.0669	34.8474	34.0082	26.6386	25.6579	23.478
XLOC_007809	101.046	241.679	172.117	46.506	55.9356	40.5771	193.216	206.097	246.874	104.238	75.4187	140.156
XLOC_007815	282.269	276.67	289.551	169.329	160.938	187.105	250.751	218.045	234.279	217.742	221.591	243.317
XLOC_007831	0	0	0	1.19246	8.83194	0	0	0	0	2.3164	0.777513	0
XLOC_007834	58.2111	121.246	100.402	70.3552	52.0103	66.5013	143.409	96.577	117.139	170.256	114.294	186.401
XLOC_007848	412.97	330.376	368.438	349.391	308.137	414.788	583.082	679.026	488.71	247.855	228.589	246.874
XLOC_007850	21.9665	12.206	18.8253	26.2341	12.7573	21.4157	26.6208	30.8648	18.8934	9.26561	7.77513	9.2489
XLOC_007851	43.9329	52.079	50.2008	35.7738	22.5705	37.1957	64.4052	61.7296	46.6038	10.4238	24.1029	29.1696
XLOC_007852	150.47	179.022	160.463	107.322	101.077	133.003	235.294	257.871	188.934	101.922	101.077	103.161
XLOC_007862	354.758	388.151	370.231	178.869	180.564	167.944	387.29	464.964	387.945	214.267	189.713	197.784
XLOC_007869	1.09832	1.62747	0	0	0.981327	0	0	0.995639	11.3361	0	0	0
XLOC_007873	2.19665	1.62747	1.79288	0	0	0	8.58736	0	1.25956	0	0	1.42291
XLOC_007876	160.355	105.785	95.9193	21.4643	16.6826	23.67	82.4387	86.6206	54.1612	34.746	37.3206	32.7269
XLOC_007887	15.3765	18.7159	23.3075	19.0794	12.7573	22.5428	24.9034	19.9128	22.6721	57.9101	36.5431	27.7467
XLOC_007899	15.3765	10.5785	5.37865	0	0	0	0	0	0	0	0	0
XLOC_007949	2.19665	4.06867	0.896442	8.34723	9.81327	9.01713	2.57621	1.99128	3.77869	3.4746	3.11005	6.40308
XLOC_007950	66.9977	52.8927	51.0972	17.8869	34.3464	36.0685	86.7324	77.6599	59.1994	61.3847	45.8732	35.5727
XLOC_007959	275.679	218.081	266.243	177.677	133.46	208.521	406.182	348.474	340.082	123.928	169.498	130.196
XLOC_007963	160.355	190.414	211.56	147.865	128.554	182.597	434.521	339.513	284.661	152.883	111.184	133.753
XLOC_008001	19.7698	13.0197	6.2751	39.3512	16.6826	15.78	6.86989	6.96948	17.6339	2.3164	8.55264	7.82599
XLOC_008013	238.336	184.718	182.874	295.73	253.182	306.582	262.773	279.775	202.79	199.211	248.804	163.634
XLOC_008020	0	0	0	0	0	10.1443	0	0	0	0	0	0
XLOC_008024	18.6715	20.3434	18.8253	28.6191	28.4585	54.1028	19.7509	18.9171	25.1913	136.668	155.503	119.524
XLOC_008038	160.355	120.433	121.02	121.631	121.685	143.147	145.985	162.289	141.071	97.2889	97.9666	95.3348
XLOC_008045	13.1799	21.1571	11.6538	64.3929	42.1971	48.4671	13.7398	14.9346	31.4891	37.0624	24.8804	15.652
XLOC_008060	84.5709	70.7949	83.3691	73.9326	77.5248	72.137	93.6023	74.673	76.8333	156.357	107.297	113.833
XLOC_008064	1.09832	6.50987	0	0	0	0	0	0	0	0	0	1.42291
XLOC_008067	2.19665	1.62747	0	0	1.96265	1.12714	0	0	0	0	0	0
XLOC_008071	248.221	244.934	268.036	674.933	556.412	645.852	305.71	379.339	259.47	451.698	375.539	373.513
XLOC_008101	16.4748	13.0197	16.136	14.3095	19.6265	12.3986	22.3271	25.8866	26.4508	42.8534	23.3254	31.304
XLOC_008106	102.144	94.3932	121.02	103.744	111.871	116.096	83.2974	61.7296	69.2759	110.029	96.4116	111.698
XLOC_008124	6.58994	5.69614	8.96442	7.15477	7.85062	11.2714	4.29368	4.9782	11.3361	20.8476	7.77513	15.652
XLOC_008129	0	0	1.79288	0	1.96265	0	0	0	0	0	1.55503	6.40308
XLOC_008133	1.09832	8.95108	3.58577	1.19246	1.96265	1.12714	0	0	0	1.1582	1.55503	2.13436
XLOC_008142	21.9665	13.0197	10.7573	23.8492	34.3464	36.0685	12.881	14.9346	31.4891	26.6386	28.768	17.0749
XLOC_008153	17.5732	26.8532	37.6506	22.6568	24.5332	12.3986	42.9368	27.8779	47.8634	25.4804	17.1053	14.2291
XLOC_008162	38.4413	40.6867	30.479	19.0794	14.7199	14.6528	24.9034	20.9084	36.5273	62.5429	20.9928	20.6322
XLOC_008167	39.5396	19.5296	18.8253	14.3095	5.88796	12.3986	22.3271	33.8517	31.4891	5.79101	10.1077	6.40308
XLOC_008169	10.9832	0.813734	4.48221	0	0.981327	0	4.29368	5.97384	3.77869	0	0	0
XLOC_008172	0	2.4412	14.3431	3.57738	9.81327	1.12714	24.9034	16.9259	32.7486	2.3164	4.66508	11.3833
XLOC_008173	18.6715	9.76481	17.9288	5.96231	7.85062	11.2714	52.3829	32.8561	51.6421	0	4.66508	4.26872
XLOC_008178	21.9665	59.4026	47.5114	34.5814	36.3091	50.7213	56.6766	45.7994	57.9399	83.3905	76.1962	109.564
XLOC_008183	26.3598	8.95108	10.7573	44.1211	45.141	37.1957	24.0446	18.9171	22.6721	39.3788	20.2153	17.7863
XLOC_008194	36.2447	49.6378	24.2039	27.4266	24.5332	19.1614	58.3941	74.673	54.1612	20.8476	19.4378	20.6322
XLOC_008210	17.5732	5.69614	9.86087	38.1588	19.6265	41.7042	11.1636	12.9433	16.3743	13.8984	23.3254	14.2291
XLOC_008211	84.5709	41.5004	66.3367	133.556	127.573	126.24	85.0149	86.6206	76.8333	76.4413	83.1939	64.7423
XLOC_008261	58.2111	52.8927	62.751	17.8869	12.7573	5.63571	65.264	56.7514	60.459	34.746	30.323	38.4185
XLOC_008262	79.0793	61.8438	56.4759	32.1965	34.3464	32.6871	58.3941	54.7602	57.9399	49.8026	41.2082	27.0352
XLOC_008266	6.58994	1.62747	5.37865	22.6568	39.2531	29.3057	29.197	8.96075	27.7104	53.2773	40.4307	56.2048
XLOC_008271	20.8681	13.0197	11.6538	35.7738	31.4025	52.9756	11.1636	18.9171	16.3743	16.2148	7.77513	14.9405
XLOC_008295	12.0816	13.0197	25.1004	10.7322	16.6826	13.5257	53.2417	16.9259	22.6721	47.4862	24.8804	32.7269
XLOC_008324	26.3598	35.8043	34.0648	10.7322	7.85062	4.50856	18.8922	27.8779	27.7104	10.4238	3.88756	5.69163
XLOC_008327	34.048	19.5296	19.7217	44.1211	32.3838	40.5771	40.3606	50.7776	40.306	34.746	24.1029	29.8811
XLOC_008329	23.0648	52.8927	49.3043	17.8869	40.2344	12.3986	51.5242	54.7602	60.459	35.9042	36.5431	55.4934
XLOC_008347	4.39329	4.88241	4.48221	11.9246	6.86929	16.9071	7.72863	7.96512	6.29781	38.2206	34.2106	32.0154
XLOC_008348	1.09832	0	0	0	0	0	0	0	3.77869	2.3164	8.55264	1.42291
XLOC_008350	59.3095	99.2756	86.9549	25.0417	41.2157	38.3228	213.825	144.368	152.407	84.5487	61.4235	66.1652
XLOC_008351	186.715	172.512	199.01	145.48	188.415	173.58	339.201	414.186	304.814	157.515	113.517	150.828
XLOC_008352	102.144	74.0498	87.8514	103.744	82.4315	90.1713	159.725	160.298	127.216	60.2265	59.091	54.7819
XLOC_008357	20.8681	15.4609	20.6182	5.96231	10.7946	3.38142	33.4907	42.8125	37.7869	8.10741	16.3278	19.2093
XLOC_008360	83.4726	57.7751	43.0292	9.53969	6.86929	15.78	111.636	80.6468	51.6421	17.373	13.9952	14.9405
XLOC_008367	217.468	196.924	356.784	370.855	194.303	542.155	1750.96	1668.69	1186.51	113.504	126.735	100.315
XLOC_008368	676.567	726.665	785.284	745.288	576.039	704.463	1162.73	827.376	1032.84	638.169	600.24	657.383
XLOC_008373	898.428	789.322	748.529	637.967	637.863	518.485	1317.3	1070.31	996.314	1792.9	870.037	943.388
XLOC_008379	16.4748	17.0884	24.2039	42.9286	26.4958	16.9071	18.8922	9.95639	10.0765	54.4355	43.5407	56.2048
XLOC_008380	4.39329	8.13734	4.48221	8.34723	11.7759	4.50856	2.57621	2.98692	3.77869	11.582	16.3278	14.2291
XLOC_008381	19.7698	11.3923	17.0324	5.96231	18.6452	11.2714	2.57621	9.95639	5.03825	13.8984	17.1053	18.4978
XLOC_008382	3.29497	8.13734	3.58577	9.53969	6.86929	11.2714	19.7509	15.9302	11.3361	4.6328	7.77513	8.53745
XLOC_008395	35.1463	34.1768	20.6182	32.1965	41.2157	34.9414	16.316	17.9215	15.1148	49.8026	49.7608	31.304
XLOC_008417	13.1799	16.2747	7.17154	4.76984	2.94398	5.63571	36.0669	34.8474	17.6339	8.10741	7.77513	7.11454
XLOC_008428	34.048	31.7356	34.0648	126.401	91.2634	149.91	101.331	140.385	79.3524	119.295	136.065	109.564
XLOC_008436	12.0816	15.4609	9.86087	10.7322	23.5518	13.5257	12.0223	9.95639	11.3361	27.7968	23.3254	28.4582
XLOC_008443	12.0816	11.3923	6.2751	4.76984	3.92531	5.63571	3.43495	1.99128	5.03825	2.3164	3.11005	4.26872
XLOC_008454	237.238	270.16	253.693	153.827	168.788	126.24	288.535	303.67	270.806	340.511	233.254	246.874
XLOC_008470	62.6044	61.0301	52.8901	9.53969	5.88796	2.25428	84.1562	107.529	37.7869	18.5312	14.7727	12.8062
XLOC_008471	18.6715	33.3631	32.2719	4.76984	3.92531	9.01713	31.7732	24.891	25.1913	4.6328	14.7727	12.8062
XLOC_008473	18.6715	19.5296	17.9288	15.502	27.4772	46.2128	15.4573	12.9433	11.3361	8.10741	13.2177	13.5176
XLOC_008474	36.2447	28.4807	32.2719	59.6231	60.8423	65.3742	51.5242	60.734	57.9399	62.5429	76.9738	100.315
XLOC_008483	81.2759	102.531	112.055	36.9663	81.4501	48.4671	73.8513	53.7645	112.101	63.7011	40.4307	60.4736
XLOC_008491	220.763	233.542	215.146	269.496	254.164	271.641	182.052	169.259	238.057	295.341	309.45	278.89
XLOC_008518	163.65	183.09	145.224	66.7778	59.8609	57.4842	188.922	152.333	163.743	79.9159	91.7465	80.3943
XLOC_008522	21.9665	30.1082	25.1004	7.15477	14.7199	9.01713	22.3271	38.8299	23.9317	23.164	13.2177	19.2093
XLOC_008526	12.0816	2.4412	8.06798	13.1171	12.7573	12.3986	3.43495	10.952	6.29781	10.4238	9.33015	2.13436
XLOC_008548	1.09832	1.62747	6.2751	0	0	0	0	0	0	0	0	0
XLOC_008566	5.49162	1.62747	8.06798	0	0	0	2.57621	7.96512	5.03825	0	2.33254	0
XLOC_008579	37.343	59.4026	43.9257	27.4266	42.1971	22.5428	45.513	43.8081	46.6038	60.2265	55.9809	44.8216
XLOC_008611	21.9665	32.5494	19.7217	0	0	0	1.71747	0	0	1.1582	0.777513	0.711454
XLOC_008612	15.3765	3.25494	5.37865	0	0	2.25428	0	0	0	0	0	0
XLOC_008617	422.854	452.436	467.943	321.965	378.792	356.177	464.576	390.291	424.473	487.603	433.852	397.703
XLOC_008650	124.111	145.658	112.952	53.6608	39.2531	34.9414	115.929	75.6686	73.0546	17.373	8.55264	14.9405
XLOC_008655	38.4413	34.1768	25.9968	26.2341	34.3464	20.2885	42.0781	50.7776	39.0464	52.1191	33.433	36.9956
XLOC_008659	24.1631	14.6472	18.8253	9.53969	11.7759	15.78	9.4461	4.9782	10.0765	1.1582	10.1077	12.0947
XLOC_008660	16.4748	25.2258	22.4111	8.34723	5.88796	3.38142	18.8922	29.8692	25.1913	4.6328	10.1077	5.69163
XLOC_008668	39.5396	50.4515	46.615	79.8949	95.1887	75.5185	23.1859	46.7951	34.0082	50.9608	77.7513	38.4185
XLOC_008669	45.0313	38.2455	31.3755	78.7024	62.8049	52.9756	32.632	32.8561	32.7486	37.0624	46.6508	41.2643
XLOC_008691	84.5709	244.12	210.664	34.5814	55.9356	40.5771	311.721	169.259	273.325	143.617	187.381	263.238
XLOC_008695	34.048	29.2944	35.8577	27.4266	32.3838	25.9242	47.2305	45.7994	35.2678	62.5429	75.4187	51.2247
XLOC_008696	599.684	644.477	617.649	182.447	153.087	193.868	502.361	551.584	459.74	216.584	244.139	254.7
XLOC_008700	104.341	91.952	69.9225	35.7738	32.3838	39.4499	83.2974	73.6773	60.459	23.164	29.5455	26.3238
XLOC_008713	14.2782	13.0197	1.79288	14.3095	12.7573	3.38142	10.3048	4.9782	6.29781	13.8984	38.8756	18.4978
XLOC_008715	1.09832	8.95108	8.06798	33.3889	8.83194	24.7971	36.9257	33.8517	30.2295	4.6328	0	4.98018
XLOC_008718	95.5541	83.0009	86.0585	82.2798	67.7116	98.0613	212.108	268.823	222.943	52.1191	45.0957	58.3392
XLOC_008740	5.49162	2.4412	2.68933	22.6568	13.7386	7.88999	1.71747	1.99128	2.51913	2.3164	3.11005	2.84582
XLOC_008751	106.537	128.57	101.298	21.4643	42.1971	37.1957	79.0037	69.6948	68.0164	47.4862	49.7608	55.4934
XLOC_008752	433.838	901.617	978.915	370.855	495.57	388.864	1468.44	1318.23	1337.66	371.783	312.56	363.553
XLOC_008766	60.4078	38.2455	39.4435	41.7361	45.141	43.9585	86.7324	69.6948	84.3907	49.8026	35.7656	37.707
XLOC_008787	42.8346	39.0592	34.9613	29.8115	20.6079	14.6528	40.3606	45.7994	31.4891	22.0058	17.8828	27.0352
XLOC_008792	0	0.813734	2.68933	0	0	0	7.72863	0.995639	2.51913	0	1.55503	1.42291
XLOC_008804	27.4581	35.8043	34.9613	51.2758	38.2718	49.5942	31.7732	17.9215	27.7104	44.0116	54.4259	64.7423
XLOC_008817	6.58994	12.206	15.2395	16.6945	15.7012	29.3057	6.86989	3.98256	16.3743	11.582	14.7727	19.2093
XLOC_008819	50.5229	52.8927	37.6506	71.5477	76.5435	58.6113	42.9368	29.8692	23.9317	50.9608	59.091	66.8767
XLOC_008822	259.204	257.14	213.353	362.508	310.099	358.431	219.836	257.871	253.172	247.855	312.56	286.004
XLOC_008824	21.9665	13.8335	16.136	56.0457	55.9356	54.1028	18.8922	21.9041	15.1148	30.1132	27.9905	30.5925
XLOC_008837	1062.08	1100.98	1153.72	1007.63	880.25	909.603	1643.62	1339.14	1323.8	976.364	844.379	962.597
XLOC_008847	8.78659	13.0197	11.6538	7.15477	9.81327	12.3986	8.58736	31.8605	15.1148	1.1582	1.55503	7.11454
XLOC_008848	362.447	371.877	382.781	205.103	246.313	269.387	396.736	352.456	314.891	229.324	175.718	255.412
XLOC_008867	6.58994	18.7159	7.17154	14.3095	6.86929	18.0343	6.86989	7.96512	6.29781	22.0058	17.8828	26.3238
XLOC_008875	14.2782	4.88241	1.79288	23.8492	23.5518	24.7971	13.7398	17.9215	3.77869	11.582	14.7727	29.1696
XLOC_008877	5.49162	10.5785	14.3431	15.502	28.4585	20.2885	36.0669	19.9128	35.2678	42.8534	61.4235	73.9912
XLOC_008878	62.6044	77.3047	69.9225	180.062	231.593	207.394	94.461	121.468	129.735	173.73	213.038	199.207
XLOC_008879	4.39329	7.32361	7.17154	28.6191	30.4211	30.4328	12.881	9.95639	12.5956	25.4804	30.323	39.13
XLOC_008882	0	0	0	0	0.981327	0	0.858736	2.98692	2.51913	0	6.99761	1.42291
XLOC_008891	8.78659	22.7846	18.8253	29.8115	10.7946	25.9242	14.5985	23.8953	28.9699	8.10741	6.2201	14.2291
XLOC_008900	35.1463	44.7554	60.0616	45.3135	50.0477	41.7042	35.2082	17.9215	31.4891	59.0683	52.0933	49.0903
XLOC_008901	64.8011	70.7949	82.4727	102.552	105.983	103.697	73.8513	84.6293	60.459	99.6053	153.948	109.564
XLOC_008903	895.133	980.55	921.543	274.266	321.875	330.252	732.502	776.599	845.167	379.89	317.225	384.185
XLOC_008917	34.048	34.1768	21.5146	26.2341	15.7012	33.8142	28.3383	13.939	28.9699	12.7402	31.878	22.0551
XLOC_008923	42.8346	45.5691	42.1328	45.3135	39.2531	66.5013	30.0558	45.7994	44.0847	31.2714	20.2153	23.478
XLOC_008927	21.9665	51.2653	39.4435	14.3095	18.6452	23.67	85.8736	61.7296	64.2377	63.7011	41.9857	55.4934
XLOC_008979	17.5732	13.0197	22.4111	5.96231	6.86929	2.25428	14.5985	18.9171	13.8552	3.4746	5.44259	12.8062
XLOC_008982	18.6715	17.9022	13.4466	11.9246	3.92531	27.0514	13.7398	28.8735	11.3361	6.94921	12.4402	4.26872
XLOC_008983	17.5732	26.0395	19.7217	4.76984	7.85062	4.50856	12.0223	18.9171	31.4891	13.8984	19.4378	18.4978
XLOC_008991	65.8994	69.9811	67.2332	82.2798	80.4688	118.35	56.6766	48.7863	51.6421	138.984	91.7465	64.7423
XLOC_009003	887.445	987.873	946.643	943.237	808.613	936.654	1675.39	1439.69	1219.26	872.125	821.053	803.943
XLOC_009005	10.9832	13.8335	15.2395	8.34723	17.6639	10.1443	15.4573	13.939	23.9317	17.373	13.2177	11.3833
XLOC_009012	77.9809	70.7949	54.683	58.4306	47.1037	86.7899	121.082	95.5814	90.6885	106.555	101.077	64.0308
XLOC_009015	12.0816	14.6472	20.6182	21.4643	13.7386	30.4328	18.0335	18.9171	22.6721	31.2714	53.6484	41.9758
XLOC_009018	79.0793	134.266	131.777	128.786	102.058	93.5527	89.3086	76.6642	91.9481	136.668	125.18	151.54
XLOC_009066	37.343	68.3537	40.3399	26.2341	27.4772	34.9414	17.1747	28.8735	20.153	24.3222	17.8828	41.9758
XLOC_009069	9.88491	17.0884	12.5502	26.2341	9.81327	24.7971	13.7398	14.9346	11.3361	12.7402	18.6603	17.0749
XLOC_009094	1609.04	1530.63	1497.96	574.766	549.543	578.223	1102.62	1036.46	992.535	653.225	451.735	498.018
XLOC_009105	29.6547	41.5004	49.3043	72.7401	79.4875	60.8656	48.0892	41.8169	36.5273	74.1249	48.9833	61.8965
XLOC_009156	0	0.813734	8.06798	0	0.981327	0	0	0	0	4.6328	0.777513	0
XLOC_009170	3.29497	8.95108	0.896442	8.34723	8.83194	3.38142	8.58736	18.9171	6.29781	4.6328	6.99761	13.5176
XLOC_009174	10.9832	11.3923	8.06798	1.19246	0.981327	2.25428	6.01115	12.9433	16.3743	0	0	0
XLOC_009261	6.58994	12.206	10.7573	5.96231	8.83194	9.01713	8.58736	2.98692	5.03825	22.0058	25.6579	29.8811
XLOC_009268	337.185	297.013	280.586	90.6271	75.5622	93.5527	344.353	425.138	254.432	68.3339	77.7513	81.8172
XLOC_009272	41.7363	40.6867	57.3723	35.7738	50.0477	48.4671	25.7621	51.7732	50.3825	107.713	55.9809	69.011
XLOC_009273	6.58994	17.9022	13.4466	17.8869	14.7199	22.5428	13.7398	12.9433	15.1148	59.0683	22.5479	17.7863
XLOC_009331	27.4581	56.9614	66.3367	31.004	59.8609	28.1785	73.8513	62.7253	69.2759	45.1698	18.6603	35.5727
XLOC_009368	23.0648	39.873	45.7186	19.0794	23.5518	23.67	76.4275	66.7078	93.2076	60.2265	31.878	82.5286
XLOC_009370	447.018	830.823	735.979	184.831	275.753	189.36	1039.93	711.882	842.647	653.225	396.531	653.115
XLOC_009398	71.391	91.1382	82.4727	28.6191	41.2157	27.0514	80.7212	101.555	66.7568	34.746	19.4378	24.9009
XLOC_009421	273.482	279.925	216.939	52.4683	79.4875	63.1199	170.03	134.411	156.186	198.052	153.17	172.172
