tracking_id	E_38_0	E_38_1	E_38_2	E_51_1	E_51_2	E_51_0	C_38_0	C_38_2	C_38_1	C_51_2	C_51_0	C_51_1
XLOC_021269	88.9642	71.6086	116.538	31.004	17.6639	21.4157	6.86989	10.952	10.0765	22.0058	12.4402	16.3634
XLOC_021270	184.518	141.59	123.709	10.7322	10.7946	7.88999	8.58736	5.97384	1.25956	6.94921	3.11005	3.55727
XLOC_021271	13.1799	13.8335	10.7573	0	0	0	0	0	0	0	0	0
XLOC_021272	5.49162	13.8335	7.17154	1.19246	0	1.12714	0	0	0	0	0	0
XLOC_021273	54.9162	48.0103	47.5114	114.476	83.4128	60.8656	171.747	178.219	113.361	47.4862	62.201	45.533
XLOC_021302	58.2111	65.0987	89.6442	51.2758	27.4772	51.8485	24.9034	38.8299	36.5273	18.5312	34.2106	32.7269
XLOC_021304	124.111	212.385	276.104	157.405	212.948	143.147	292.829	259.862	301.035	251.33	229.366	261.815
XLOC_021310	35.1463	45.5691	42.1328	66.7778	58.8796	50.7213	31.7732	31.8605	27.7104	88.0233	46.6508	37.707
XLOC_021315	1.09832	4.88241	0.896442	3.57738	0.981327	0	0	0	0	0	0.777513	0
XLOC_021339	64.8011	59.4026	37.6506	42.9286	19.6265	22.5428	55.8179	42.8125	68.0164	46.328	47.4283	36.9956
XLOC_021351	29.6547	38.2455	25.9968	13.1171	21.5892	11.2714	21.4684	42.8125	13.8552	12.7402	15.5503	13.5176
XLOC_021355	53.8178	42.3142	46.615	31.004	41.2157	37.1957	77.2863	67.7035	46.6038	53.2773	47.4283	48.3789
XLOC_021365	32.9497	80.5597	67.2332	38.1588	35.3278	32.6871	64.4052	95.5814	61.7186	56.7519	48.2058	44.8216
XLOC_021376	20.8681	20.3434	22.4111	20.2718	28.4585	13.5257	18.0335	12.9433	12.5956	39.3788	34.9881	25.6123
XLOC_021377	88.9642	101.717	87.8514	25.0417	47.1037	23.67	92.7435	98.5683	79.3524	110.029	84.7489	118.813
XLOC_021378	76.8826	80.5597	41.2364	32.1965	18.6452	19.1614	56.6766	60.734	68.0164	40.537	62.201	46.2445
XLOC_021380	142.782	153.796	147.913	224.183	192.34	193.868	121.082	156.315	132.254	249.013	216.926	169.326
XLOC_021417	128.504	116.364	122.813	164.56	144.255	113.841	119.364	86.6206	120.918	240.906	192.823	176.441
XLOC_021418	48.3262	52.8927	27.7897	56.0457	66.7302	66.5013	43.7956	42.8125	27.7104	54.4355	71.5312	60.4736
XLOC_021419	522.802	387.337	510.972	280.228	265.94	288.548	1070.84	1170.87	1052.99	296.499	268.242	179.998
XLOC_021439	205.386	359.671	406.088	330.312	490.664	351.668	491.197	520.719	540.352	485.286	500.718	569.874
XLOC_021450	5.49162	13.0197	2.68933	8.34723	6.86929	4.50856	4.29368	10.952	1.25956	11.582	17.8828	10.6718
XLOC_021452	8.78659	8.95108	1.79288	14.3095	13.7386	7.88999	3.43495	6.96948	2.51913	6.94921	18.6603	7.11454
XLOC_021460	9.88491	10.5785	5.37865	2.38492	3.92531	2.25428	1.71747	7.96512	1.25956	4.6328	10.1077	6.40308
XLOC_021467	57.1128	37.4318	44.8221	64.3929	49.0664	42.8314	36.9257	44.8038	30.2295	19.6894	27.2129	28.4582
XLOC_021470	5.49162	6.50987	5.37865	9.53969	2.94398	11.2714	6.86989	11.9477	11.3361	15.0566	6.99761	13.5176
XLOC_021471	0	0	0	0	0	1.12714	6.86989	0	0	0	2.33254	4.98018
XLOC_021504	16.4748	31.7356	25.1004	0	0	1.12714	5.15242	4.9782	2.51913	0	0	0
XLOC_021506	10.9832	45.5691	44.8221	35.7738	73.5995	21.4157	48.0892	13.939	45.3443	82.2323	59.8685	104.584
XLOC_021522	30.7531	26.8532	31.3755	31.004	21.5892	30.4328	56.6766	78.6555	45.3443	35.9042	19.4378	26.3238
XLOC_021536	20.8681	45.5691	42.1328	20.2718	21.5892	25.9242	42.0781	48.7863	50.3825	22.0058	26.4354	40.5529
XLOC_021544	71.391	133.452	114.745	67.9703	70.6555	40.5771	181.193	152.333	147.369	98.4471	70.7537	67.5881
XLOC_021553	56.0145	53.7065	40.3399	21.4643	46.1224	39.4499	23.1859	24.891	13.8552	34.746	26.4354	47.6674
XLOC_021562	1.09832	4.06867	0.896442	2.38492	9.81327	2.25428	0	0	0	1.1582	0	0
XLOC_021567	665.584	569.614	564.759	281.421	331.689	327.998	705.023	701.926	626.003	357.884	326.555	369.245
XLOC_021588	10.9832	2.4412	3.58577	5.96231	0.981327	0	0	0	0	3.4746	0	0
XLOC_021595	37.343	31.7356	35.8577	45.3135	38.2718	36.0685	20.6097	11.9477	23.9317	23.164	20.9928	24.1894
XLOC_021610	591.996	609.487	530.694	363.701	377.811	374.211	450.837	443.06	442.106	362.517	302.452	416.912
XLOC_021622	14.2782	20.3434	9.86087	33.3889	25.5145	27.0514	16.316	9.95639	8.81694	15.0566	17.1053	12.0947
XLOC_021633	26.3598	6.50987	15.2395	4.76984	2.94398	5.63571	9.4461	11.9477	10.0765	8.10741	13.9952	12.0947
XLOC_021634	37.343	41.5004	31.3755	20.2718	24.5332	19.1614	54.9591	43.8081	35.2678	25.4804	39.6531	22.7665
XLOC_021658	475.574	467.083	442.843	139.518	139.348	181.47	401.889	478.903	293.478	172.572	166.388	108.141
XLOC_021659	4.39329	6.50987	6.2751	23.8492	11.7759	28.1785	12.0223	5.97384	11.3361	9.26561	6.99761	4.98018
XLOC_021665	190.01	156.237	144.327	100.167	105.983	95.807	110.777	109.52	109.582	104.238	104.964	103.872
XLOC_021667	9.88491	35.8043	34.0648	15.502	22.5705	13.5257	36.9257	26.8823	22.6721	19.6894	39.6531	54.7819
XLOC_021673	87.8659	84.6284	105.78	134.748	148.18	169.071	120.223	157.311	107.063	126.244	121.292	117.39
XLOC_021679	271.286	196.924	210.664	376.818	304.211	466.636	243.881	313.626	264.508	224.691	256.579	223.396
XLOC_021688	46.1296	45.5691	36.7541	19.0794	21.5892	21.4157	34.3495	34.8474	20.153	26.6386	17.8828	22.0551
XLOC_021700	148.274	174.953	127.295	158.597	157.994	218.665	133.963	160.298	130.995	94.9725	146.172	103.161
XLOC_021717	32.9497	32.5494	31.3755	39.3512	52.0103	52.9756	25.7621	32.8561	28.9699	49.8026	54.4259	61.185
XLOC_021727	13.1799	17.0884	22.4111	44.1211	59.8609	42.8314	9.4461	11.9477	21.4126	44.0116	31.878	24.9009
XLOC_021732	31.8514	28.4807	36.7541	16.6945	20.6079	13.5257	15.4573	19.9128	15.1148	11.582	20.9928	34.8612
XLOC_021740	108.734	76.491	88.7478	125.208	105.983	134.13	70.4164	87.6163	55.4208	134.351	84.7489	88.9317
XLOC_021742	116.422	96.0206	120.123	100.167	46.1224	64.247	126.234	135.407	85.6503	78.7577	69.1986	65.4537
XLOC_021746	25.2614	16.2747	17.0324	10.7322	11.7759	7.88999	14.5985	8.96075	13.8552	25.4804	19.4378	8.53745
XLOC_021757	0	0	0	0	8.83194	0	0.858736	0	0	0	0	0
XLOC_021764	220.763	197.737	190.942	183.639	187.433	215.284	316.874	381.33	302.295	134.351	145.395	133.753
XLOC_021779	0	0	2.68933	0	0	0	0	0	1.25956	8.10741	3.11005	0
XLOC_021785	6.58994	6.50987	6.2751	0	0	0	0	1.99128	1.25956	0	0.777513	0
XLOC_021787	28.5564	36.618	22.4111	26.2341	24.5332	36.0685	8.58736	14.9346	12.5956	13.8984	26.4354	22.7665
XLOC_021789	51.6212	63.4713	67.2332	138.326	143.274	82.2813	60.9703	46.7951	69.2759	156.357	156.28	151.54
XLOC_021790	99.9474	119.619	109.366	51.2758	58.8796	60.8656	13.7398	13.939	13.8552	106.555	86.3039	106.718
XLOC_021791	24.1631	23.5983	12.5502	4.76984	0	5.63571	8.58736	8.96075	5.03825	8.10741	4.66508	4.98018
XLOC_021800	13.1799	14.6472	18.8253	19.0794	27.4772	20.2885	19.7509	7.96512	12.5956	15.0566	17.8828	9.96035
XLOC_021854	81.2759	63.4713	75.3012	133.556	149.162	133.003	73.8513	58.7427	79.3524	147.092	125.18	125.927
XLOC_021859	23.0648	34.1768	40.3399	16.6945	17.6639	20.2885	80.7212	29.8692	70.5355	16.2148	27.2129	22.7665
XLOC_021870	0	0	0	3.57738	5.88796	0	0	0.995639	0	4.6328	0	0
XLOC_021873	60.4078	63.4713	65.4403	42.9286	43.1784	54.1028	105.625	87.6163	96.9863	79.9159	45.8732	68.2996
XLOC_021884	19.7698	25.2258	26.8933	38.1588	21.5892	25.9242	60.1115	32.8561	42.8251	33.5878	20.9928	19.2093
XLOC_021890	19.7698	22.7846	15.2395	19.0794	8.83194	22.5428	14.5985	12.9433	5.03825	12.7402	15.5503	15.652
XLOC_021898	1896.8	1658.39	1775.85	2418.31	1996.02	2179.89	2529.84	2312.87	2160.15	1601.79	1622.67	1555.95
XLOC_021925	10.9832	4.06867	2.68933	21.4643	12.7573	18.0343	11.1636	11.9477	16.3743	4.6328	11.6627	14.2291
XLOC_021928	8.78659	26.8532	8.06798	76.3175	125.61	73.2642	33.4907	33.8517	56.6803	205.002	194.378	198.496
XLOC_021957	23.0648	44.7554	47.5114	19.0794	32.3838	24.7971	47.2305	52.7689	49.1229	57.9101	48.2058	38.4185
XLOC_021986	63.7027	57.7751	78.8869	124.016	68.6929	109.333	37.7844	43.8081	59.1994	81.0741	75.4187	67.5881
XLOC_022000	119.717	116.364	95.9193	72.7401	74.5809	85.6627	65.264	79.6512	74.3142	38.2206	43.5407	46.9559
XLOC_022010	1869.35	1602.24	1620.77	2068.92	1690.83	1944.32	2172.6	2023.14	1677.74	1379.42	1610.23	1411.52
XLOC_022043	64.8011	46.3828	55.5794	58.4306	71.6369	63.1199	33.4907	46.7951	37.7869	59.0683	69.9761	87.5088
XLOC_022045	47.2279	35.8043	51.9937	59.6231	71.6369	56.3571	56.6766	52.7689	51.6421	86.8651	62.9785	75.4141
XLOC_022053	8.78659	5.69614	12.5502	21.4643	9.81327	16.9071	2.57621	2.98692	3.77869	3.4746	5.44259	8.53745
XLOC_022060	41.7363	30.9219	32.2719	25.0417	30.4211	33.8142	30.0558	42.8125	23.9317	66.0175	51.3158	46.9559
XLOC_022062	26.3598	32.5494	45.7186	9.53969	7.85062	12.3986	24.9034	32.8561	27.7104	20.8476	22.5479	30.5925
XLOC_022064	4.39329	4.06867	10.7573	2.38492	9.81327	6.76285	4.29368	4.9782	1.25956	2.3164	6.99761	2.13436
XLOC_022097	87.8659	71.6086	93.23	36.9663	43.1784	29.3057	102.19	123.459	124.697	35.9042	26.4354	39.13
XLOC_022099	328.399	301.082	282.379	156.212	163.882	193.868	424.216	418.169	500.046	135.51	156.28	172.172
XLOC_022115	204.288	218.894	194.528	81.0874	54.9543	46.2128	231.859	228.997	220.423	108.871	116.627	119.524
XLOC_022121	0	0	1.79288	0	0	0	0	0	1.25956	0	0	7.82599
XLOC_022122	0	0	0	1.19246	1.96265	2.25428	1.71747	1.99128	2.51913	9.26561	1.55503	1.42291
XLOC_022136	25.2614	20.3434	18.8253	16.6945	18.6452	12.3986	26.6208	24.891	32.7486	4.6328	7.77513	12.8062
XLOC_022151	14.2782	13.0197	29.5826	8.34723	10.7946	7.88999	26.6208	23.8953	25.1913	19.6894	10.8852	7.82599
XLOC_022152	63.7027	91.1382	90.5407	76.3175	92.2447	91.2984	64.4052	46.7951	56.6803	184.154	157.835	178.575
XLOC_022155	237.238	171.698	159.567	208.681	216.873	238.954	115.071	155.32	114.62	318.505	290.79	308.771
XLOC_022178	59.3095	56.1477	58.2688	168.137	145.236	126.24	20.6097	22.8997	18.8934	38.2206	31.1005	17.7863
XLOC_022179	394.298	392.22	314.651	424.516	382.718	382.101	213.825	195.145	191.454	53.2773	65.3111	48.3789
XLOC_022187	125.209	128.57	119.227	38.1588	31.4025	46.2128	26.6208	31.8605	17.6339	33.5878	41.2082	29.1696
XLOC_022230	9.88491	7.32361	4.48221	11.9246	20.6079	4.50856	6.01115	16.9259	7.55738	16.2148	7.77513	7.11454
XLOC_022245	0	6.50987	0.896442	1.19246	0	0	0	0	0	0	1.55503	0
XLOC_022257	15.3765	18.7159	11.6538	133.556	169.77	114.968	97.8959	50.7776	90.6885	165.623	167.165	148.694
XLOC_022258	119.717	128.57	102.194	63.2004	50.0477	65.3742	77.2863	97.5727	76.8333	46.328	56.7584	29.1696
XLOC_022269	6.58994	9.76481	12.5502	2.38492	7.85062	1.12714	18.8922	12.9433	15.1148	10.4238	13.2177	8.53745
XLOC_022274	32.9497	26.0395	21.5146	47.6984	29.4398	55.2299	27.4796	22.8997	21.4126	45.1698	20.9928	29.8811
XLOC_022285	13.1799	4.88241	9.86087	20.2718	9.81327	9.01713	7.72863	3.98256	2.51913	17.373	12.4402	6.40308
XLOC_022287	1.09832	0	4.48221	2.38492	3.92531	0	0	0	0	1.1582	8.55264	1.42291
XLOC_022292	30.7531	57.7751	45.7186	149.058	175.658	94.6799	63.5465	40.8212	90.6885	105.396	61.4235	100.315
XLOC_022303	66.9977	60.2163	52.8901	57.2381	56.917	68.7556	51.5242	52.7689	37.7869	46.328	54.4259	44.1101
XLOC_022310	54.9162	39.0592	43.9257	17.8869	23.5518	34.9414	133.104	105.538	69.2759	27.7968	13.2177	26.3238
XLOC_022313	13.1799	2.4412	22.4111	9.53969	4.90664	9.01713	54.9591	50.7776	28.9699	2.3164	3.88756	3.55727
XLOC_022342	527.195	489.868	420.432	567.612	503.421	526.375	311.721	320.596	308.593	570.993	547.369	500.152
XLOC_022347	14.2782	15.4609	3.58577	21.4643	21.5892	18.0343	16.316	5.97384	6.29781	19.6894	19.4378	16.3634
XLOC_022383	70.2927	32.5494	53.7865	45.3135	76.5435	85.6627	110.777	98.5683	94.4672	115.82	64.5336	80.3943
XLOC_022390	25.2614	39.873	48.4079	21.4643	25.5145	28.1785	55.8179	45.7994	61.7186	11.582	13.9952	20.6322
XLOC_022392	101.046	89.5108	76.1976	35.7738	23.5518	39.4499	90.1673	103.546	81.8716	26.6386	23.3254	15.652
XLOC_022401	17.5732	32.5494	25.9968	33.3889	20.6079	21.4157	14.5985	18.9171	17.6339	10.4238	14.7727	27.7467
XLOC_022409	36.2447	37.4318	45.7186	40.5437	52.9917	46.2128	19.7509	24.891	21.4126	17.373	32.6555	28.4582
XLOC_022415	215.271	214.012	244.729	205.103	211.967	241.208	142.55	211.076	206.568	128.56	172.608	150.828
XLOC_022417	175.732	144.845	152.395	219.413	231.593	232.191	100.472	140.385	119.658	137.826	137.62	127.35
XLOC_022451	25.2614	21.9708	17.9288	25.0417	29.4398	20.2885	12.0223	11.9477	10.0765	30.1132	34.2106	20.6322
XLOC_022470	23.0648	38.2455	21.5146	51.2758	28.4585	56.3571	21.4684	27.8779	26.4508	9.26561	11.6627	13.5176
XLOC_022498	43.9329	51.2653	34.9613	22.6568	16.6826	16.9071	50.6654	59.7384	27.7104	26.6386	27.2129	14.2291
XLOC_022499	59.3095	31.7356	34.0648	10.7322	12.7573	5.63571	37.7844	25.8866	20.153	6.94921	6.2201	7.11454
XLOC_022522	62.6044	40.6867	60.9581	23.8492	21.5892	29.3057	20.6097	21.9041	16.3743	39.3788	31.1005	22.0551
XLOC_022523	65.8994	72.4223	81.5763	47.6984	45.141	33.8142	28.3383	24.891	41.5656	48.6444	46.6508	45.533
XLOC_022528	73.5877	61.0301	53.7865	77.51	67.7116	85.6627	50.6654	60.734	50.3825	171.414	329.665	212.013
XLOC_022529	82.3742	60.2163	51.0972	108.514	91.2634	101.443	60.9703	54.7602	47.8634	132.035	290.012	179.998
XLOC_022530	15.3765	4.06867	11.6538	27.4266	23.5518	18.0343	5.15242	12.9433	1.25956	33.5878	35.7656	34.8612
XLOC_022531	5.49162	0.813734	8.96442	14.3095	0	3.38142	3.43495	1.99128	1.25956	11.582	23.3254	12.0947
XLOC_022536	375.627	303.523	268.036	257.572	203.135	226.555	382.138	476.911	326.227	289.55	276.017	278.89
XLOC_022538	18.6715	45.5691	53.7865	33.3889	46.1224	28.1785	53.2417	15.9302	47.8634	79.9159	43.5407	70.4339
XLOC_022550	10.9832	19.5296	23.3075	25.0417	45.141	20.2885	34.3495	25.8866	35.2678	39.3788	29.5455	41.9758
XLOC_022554	54.9162	38.2455	47.5114	53.6608	32.3838	66.5013	31.7732	65.7122	18.8934	15.0566	38.8756	27.7467
XLOC_022555	155.962	87.0696	104.884	133.556	90.2821	107.078	79.8625	140.385	80.612	77.5995	87.8589	62.6079
XLOC_022605	8.78659	7.32361	7.17154	20.2718	16.6826	9.01713	5.15242	2.98692	3.77869	5.79101	3.88756	0.711454
XLOC_022616	43.9329	45.5691	41.2364	20.2718	9.81327	27.0514	24.9034	29.8692	13.8552	11.582	22.5479	10.6718
XLOC_022632	12.0816	19.5296	17.9288	2.38492	8.83194	5.63571	38.6431	29.8692	42.8251	15.0566	10.1077	14.9405
XLOC_022635	1007.16	942.304	790.662	85.8572	121.685	109.333	589.952	789.542	526.497	98.4471	134.51	145.848
XLOC_022636	26.3598	21.1571	25.1004	3.57738	3.92531	2.25428	25.7621	21.9041	21.4126	1.1582	6.99761	5.69163
XLOC_022648	21.9665	29.2944	18.8253	11.9246	13.7386	12.3986	26.6208	20.9084	30.2295	23.164	17.8828	28.4582
XLOC_022655	31.8514	47.1966	26.8933	25.0417	15.7012	15.78	51.5242	51.7732	51.6421	12.7402	15.5503	10.6718
XLOC_022667	53.8178	51.2653	50.2008	34.5814	37.2904	45.0856	24.9034	30.8648	27.7104	44.0116	31.878	32.7269
XLOC_022692	12.0816	0	0.896442	0	0	0	0	0	0	0	0.777513	0
XLOC_022711	1.09832	0.813734	0	0	8.83194	2.25428	0	0	0	3.4746	2.33254	0
XLOC_022731	421.756	764.096	760.183	733.364	686.929	636.835	993.558	873.176	913.183	807.266	662.441	787.579
XLOC_022732	14.2782	16.2747	25.1004	11.9246	12.7573	12.3986	30.0558	23.8953	41.5656	31.2714	25.6579	27.7467
XLOC_022746	127.405	122.06	119.227	27.4266	22.5705	19.1614	127.093	125.451	91.9481	45.1698	45.8732	41.2643
XLOC_022756	0	1.62747	0.896442	0	0	0	0.858736	0.995639	0	4.6328	5.44259	1.42291
XLOC_022757	62.6044	51.2653	54.683	38.1588	31.4025	30.4328	68.6989	48.7863	68.0164	55.5937	27.9905	24.1894
XLOC_022761	4.39329	1.62747	0	1.19246	0.981327	11.2714	0	0.995639	3.77869	0	0	0
XLOC_022773	40.638	21.9708	31.3755	9.53969	13.7386	7.88999	36.9257	54.7602	30.2295	1.1582	16.3278	13.5176
XLOC_022774	101.046	111.482	80.6798	63.2004	80.4688	84.5356	170.889	127.442	123.437	106.555	61.4235	77.5485
XLOC_022791	92.2592	82.1872	85.162	52.4683	59.8609	51.8485	69.5576	100.56	44.0847	72.9667	50.5383	73.2797
XLOC_022843	63.7027	90.3245	89.6442	101.359	123.647	73.2642	135.68	111.512	163.743	122.769	129.067	158.654
XLOC_022872	13.1799	14.6472	15.2395	16.6945	23.5518	22.5428	15.4573	22.8997	21.4126	28.955	9.33015	25.6123
XLOC_022890	0	0	0	0	0.981327	6.76285	0.858736	0.995639	0	2.3164	6.2201	2.13436
XLOC_022897	53.8178	39.0592	23.3075	67.9703	64.7676	87.917	32.632	29.8692	41.5656	42.8534	67.6436	64.7423
XLOC_022898	87.8659	91.1382	56.4759	47.6984	50.0477	68.7556	113.353	114.499	125.956	89.1815	94.8565	96.0463
XLOC_022908	232.845	234.355	216.939	115.669	126.591	105.951	191.498	177.224	185.156	192.261	132.955	185.689
XLOC_022909	36.2447	50.4515	71.7154	93.012	105.002	123.986	70.4164	48.7863	90.6885	94.9725	119.737	138.733
XLOC_022910	90.0625	108.227	64.5439	193.179	167.807	171.325	97.8959	129.433	99.5054	154.041	174.94	122.37
XLOC_022956	144.979	135.08	125.502	81.0874	93.2261	67.6285	92.7435	105.538	94.4672	111.187	122.847	113.121
XLOC_022983	1288.33	1126.21	1175.24	1440.49	1210.96	1412.31	1429.8	1698.56	1472.43	796.842	900.36	946.945
XLOC_023008	203.19	196.924	264.451	176.484	162.9	236.7	364.963	431.112	317.41	177.205	169.498	139.445
XLOC_023013	9.88491	12.206	8.06798	5.96231	12.7573	10.1443	15.4573	3.98256	3.77869	8.10741	3.11005	11.3833
XLOC_023017	1.09832	0	0	5.96231	1.96265	2.25428	0	0	0	2.3164	4.66508	1.42291
XLOC_023022	9.88491	18.7159	22.4111	2.38492	6.86929	4.50856	24.0446	25.8866	31.4891	18.5312	12.4402	31.304
XLOC_023040	311.924	339.327	377.402	234.915	344.446	324.617	420.781	485.872	442.106	201.527	267.464	231.222
XLOC_023043	1299.32	1100.17	1200.34	1513.23	1451.38	1510.37	1726.92	2291.96	1764.65	962.465	1098.63	824.575
XLOC_023051	71.391	61.0301	86.0585	102.552	72.6182	120.604	70.4164	65.7122	68.0164	61.3847	68.4211	43.3987
XLOC_023061	60.4078	45.5691	44.8221	54.8532	57.8983	42.8314	22.3271	49.782	23.9317	30.1132	46.6508	39.8414
XLOC_023065	3.29497	9.76481	0	0	0	0	0.858736	0	5.03825	2.3164	3.88756	0
XLOC_023087	693.042	620.879	575.516	823.991	643.751	777.727	451.695	684.004	641.117	545.513	546.591	542.839
XLOC_023112	47.2279	52.079	59.1652	31.004	44.1597	25.9242	36.9257	44.8038	65.4973	66.0175	52.0933	78.2599
XLOC_023116	56.0145	79.7459	94.1265	84.6647	66.7302	75.5185	64.4052	79.6512	55.4208	28.955	53.6484	55.4934
XLOC_023135	97.7508	126.129	105.78	36.9663	39.2531	31.56	121.082	128.437	123.437	27.7968	24.8804	20.6322
XLOC_023138	27.4581	13.0197	15.2395	4.76984	5.88796	4.50856	35.2082	16.9259	18.8934	8.10741	5.44259	6.40308
XLOC_023152	18.6715	20.3434	22.4111	19.0794	17.6639	21.4157	12.881	9.95639	15.1148	6.94921	10.1077	16.3634
XLOC_023153	0	0	0	9.53969	0	0	0	0	0	0	0	0
XLOC_023156	3.29497	2.4412	0.896442	2.38492	0	3.38142	0	0	0	0	5.44259	2.13436
XLOC_023157	17.5732	11.3923	10.7573	53.6608	22.5705	54.1028	44.6543	21.9041	34.0082	10.4238	26.4354	10.6718
XLOC_023162	13.1799	4.88241	6.2751	4.76984	11.7759	5.63571	5.15242	1.99128	8.81694	8.10741	6.2201	2.84582
XLOC_023179	50.5229	34.9906	23.3075	73.9326	63.7863	75.5185	37.7844	36.8387	39.0464	56.7519	47.4283	36.2841
XLOC_023192	51.6212	47.1966	43.0292	23.8492	16.6826	36.0685	36.9257	53.7645	51.6421	17.373	17.1053	17.7863
XLOC_023206	26.3598	39.0592	36.7541	15.502	14.7199	10.1443	51.5242	48.7863	34.0082	18.5312	19.4378	20.6322
XLOC_023220	7.68826	0	0	0	0	0	0.858736	0	0	0	0	0.711454
XLOC_023224	3.29497	0.813734	3.58577	13.1171	2.94398	5.63571	9.4461	3.98256	2.51913	1.1582	8.55264	3.55727
XLOC_023237	28.5564	47.1966	60.9581	56.0457	53.973	48.4671	60.9703	34.8474	54.1612	68.3339	66.8661	88.9317
XLOC_023255	8.78659	5.69614	7.17154	25.0417	7.85062	13.5257	7.72863	4.9782	2.51913	15.0566	9.33015	14.9405
XLOC_023263	349.267	442.671	424.914	510.373	567.207	445.221	376.985	294.709	415.656	660.175	549.701	588.372
XLOC_023274	7.68826	6.50987	1.79288	4.76984	3.92531	2.25428	12.881	12.9433	11.3361	10.4238	10.8852	10.6718
XLOC_023291	20.8681	20.3434	21.5146	16.6945	13.7386	24.7971	2.57621	9.95639	10.0765	5.79101	15.5503	11.3833
XLOC_023297	488.754	463.828	550.416	138.326	199.209	175.834	321.167	324.578	312.372	115.82	203.708	131.619
XLOC_023306	35.1463	27.667	27.7897	25.0417	21.5892	30.4328	20.6097	13.939	23.9317	17.373	20.9928	14.2291
XLOC_023310	3.29497	34.9906	42.1328	14.3095	44.1597	15.78	18.0335	11.9477	17.6339	32.4296	29.5455	43.3987
XLOC_023318	104.341	80.5597	80.6798	58.4306	44.1597	59.7385	68.6989	56.7514	64.2377	31.2714	58.3135	59.7621
XLOC_023327	77.9809	78.1185	95.0229	41.7361	47.1037	57.4842	122.799	123.459	105.803	92.6561	83.9714	71.1454
XLOC_023332	35.1463	42.3142	54.683	23.8492	24.5332	19.1614	64.4052	42.8125	46.6038	11.582	20.2153	29.8811
XLOC_023333	16.4748	16.2747	9.86087	14.3095	11.7759	6.76285	22.3271	26.8823	20.153	8.10741	14.7727	4.26872
XLOC_023339	35.1463	39.0592	39.4435	16.6945	13.7386	10.1443	21.4684	30.8648	35.2678	40.537	25.6579	21.3436
XLOC_023353	17.5732	16.2747	21.5146	1.19246	6.86929	10.1443	11.1636	20.9084	21.4126	23.164	29.5455	13.5176
XLOC_023363	68.096	78.1185	68.1296	84.6647	71.6369	89.0441	172.606	101.555	157.445	144.775	86.3039	88.9317
XLOC_023383	41.7363	26.0395	65.4403	14.3095	28.4585	19.1614	59.2528	63.7209	34.0082	34.746	24.8804	22.7665
XLOC_023386	58.2111	34.9906	50.2008	71.5477	49.0664	61.9928	62.6878	54.7602	30.2295	16.2148	45.8732	41.9758
XLOC_023389	173.535	111.482	137.156	183.639	188.415	241.208	249.892	292.718	225.462	200.369	157.058	133.042
XLOC_023392	18.6715	27.667	17.9288	17.8869	21.5892	27.0514	25.7621	25.8866	37.7869	49.8026	45.8732	49.0903
XLOC_023417	39.5396	31.7356	22.4111	20.2718	14.7199	22.5428	23.1859	33.8517	26.4508	8.10741	17.1053	9.2489
XLOC_023420	4.39329	8.13734	2.68933	11.9246	5.88796	3.38142	5.15242	6.96948	8.81694	4.6328	5.44259	4.98018
XLOC_023441	387.708	288.062	343.337	478.177	389.587	480.162	350.364	476.911	367.792	288.392	303.23	273.91
XLOC_023450	17.5732	38.2455	34.0648	13.1171	37.2904	23.67	40.3606	26.8823	32.7486	8.10741	15.5503	22.0551
XLOC_023451	2488.8	1979.82	1852.05	2555.44	2106.91	2257.66	2370.97	2398.5	2282.33	1569.36	2000.54	1818.48
XLOC_023457	51.6212	39.873	49.3043	17.8869	32.3838	33.8142	37.7844	38.8299	41.5656	54.4355	55.2034	51.2247
XLOC_023484	121.914	89.5108	70.819	97.7818	60.8423	92.4256	72.1338	82.6381	68.0164	62.5429	58.3135	47.6674
XLOC_023499	0	0	0	9.53969	0.981327	2.25428	0.858736	1.99128	3.77869	0	0.777513	0.711454
XLOC_023500	104.341	105.785	91.4371	20.2718	26.4958	19.1614	173.465	128.437	156.186	11.582	2.33254	6.40308
XLOC_023501	154.864	137.521	108.47	22.6568	21.5892	24.7971	173.465	173.241	112.101	9.26561	3.88756	10.6718
XLOC_023502	90.0625	65.9125	55.5794	7.15477	10.7946	13.5257	84.1562	81.6424	57.9399	2.3164	3.11005	0.711454
XLOC_023503	20.8681	16.2747	9.86087	0	0	0	0	0	0	0	0	0
XLOC_023507	25.2614	30.1082	28.6862	10.7322	1.96265	11.2714	30.0558	32.8561	36.5273	5.79101	4.66508	2.84582
XLOC_023508	60.4078	58.5889	31.3755	63.2004	49.0664	48.4671	74.7101	96.577	69.2759	23.164	34.2106	35.5727
XLOC_023510	12.0816	17.9022	13.4466	1.19246	0	4.50856	30.9145	26.8823	26.4508	12.7402	8.55264	11.3833
XLOC_023514	21.9665	13.0197	18.8253	17.8869	30.4211	18.0343	8.58736	4.9782	10.0765	13.8984	20.9928	14.2291
XLOC_023523	14.2782	37.4318	34.0648	13.1171	35.3278	23.67	22.3271	14.9346	18.8934	50.9608	31.1005	39.8414
XLOC_023544	7.68826	7.32361	5.37865	15.502	12.7573	22.5428	8.58736	3.98256	5.03825	6.94921	14.7727	6.40308
XLOC_023551	9.88491	7.32361	11.6538	3.57738	8.83194	4.50856	30.0558	26.8823	45.3443	28.955	16.3278	39.13
