C_38_FPKM	C_51_FPKM	E_38_FPKM	E_51_FPKM
LOC105318423|XLOC_013146|histamine_H2_receptor	-0.9849703219355	0.356051346809449	1.23784764124073	-0.608928666114682
LOC105322561|XLOC_026383|regulator_of_G-protein_signaling_6	-0.960074168199079	-0.110091040199773	-0.329067489184506	1.39923269758335
LOC105325985|XLOC_013507|uncharacterized	1.01284599812839	-0.617464352680692	0.67257276793862	-1.06795441338631
LOC105325985|XLOC_013512|uncharacterized	1.38408355809816	-0.268634125057861	-0.116117033037531	-0.999332400002771
LOC105329517|XLOC_022245|follicle-stimulating_hormone_receptor	-1.34930486120392	0.21286420048186	1.06234406790735	0.0740965928147145
LOC105329610|XLOC_026169|FMRFamide_receptor	1.19570198107855	-0.553698326982337	0.406195047671984	-1.0481987017682
LOC105330610|XLOC_004077|rho_guanine_nucleotide_exchange_factor_11	0.308017759658761	-0.986098384043701	-0.583683473709376	1.26176409809431
LOC105333166|XLOC_007344|D(2)_dopamine_receptor	-0.853839771788858	0.0658488197455556	1.38297391532117	-0.594982963277867
LOC105334467|XLOC_038934|cholecystokinin_receptor_type_A	-1.04319156027608	0.198138772335414	-0.447943389612937	1.29299617755361
LOC105338613|XLOC_006192|adenosine_receptor_A3-like	0.893351843070973	-0.361284967873033	0.716272033379692	-1.24833890857763
LOC105339381|XLOC_033604|integral_membrane_protein_GPR180	-1.23561644140976	1.19505913758982	0.169045617218761	-0.128488313398817
LOC105346336|XLOC_038698|galanin_receptor_type_1	1.20469772310398	0.0955587734887624	-0.06096000479899	-1.23929649179376
LOC105347323|XLOC_018389|uncharacterized	1.08694357279696	-1.26446243028297	0.40808055204735	-0.230561694561341
LOC117680315|XLOC_038697|neuropeptide_FF_receptor_1-like	0.0642394030897618	1.00280670337208	-1.37642231118083	0.309376204718987
